instruction,reference,generated,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your concern. If I am your doctor I suggest you that you will lose your nail. But pressure from blood in the close compartment can cause gangrene. I advise you should visit nearby doctor and get your self Chat Doctor.  Usually gangrene won't appears in all cases. I will be happy to answer your further concerned can contact me. Chat Doctor. Infectious disease specialist. Thank you.","
Hi, I am Chat Doctor.  I have read your question with care and understand your concerns. Let me try to help you Question :I have been suffering from a severe pain in my lower back for about three months now. The pain is so severe that it has affected my sleeping patterns. It is getting worse every day and now I can't sleep at all. What should should I do? Answer : You need to see an orthopedic specialist and get an X-ray done of your lower back. If the X-ray is normal then you may need to get an MRI done of your lumbar spine. This will give us more",0.25301204819277107,0.40384615384615385,0.31111110637476,0.047619047619047616,0.0684931506849315,0.05617977044249505,0.25301204819277107,0.40384615384615385,0.31111110637476
和老公同房后阴道深处有很多小红疙瘩痒疼怎么回，无,考虑是有阴道炎的可能，建议你可以口服氧氟沙星、替硝唑胶囊，外用高猛酸钾或洁尔阴溶液清洗局部，然后再用甲硝唑泡滕片塞阴治疗即可，用药其间注意个人卫生，禁止同房，并定期复查。,"
你好，根据你的描述，这种情况考虑一般考虑是阴道炎引起的。建议你最好去医院做个检查,看看是哪种类型的阴道炎，然后对症下药。平时注意卫生即可。，妇科疾病的出现不仅仅会影响患者的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。rollerscopes.com祝您健康！rollerscopes.com祝您健康！rollerscopes.com祝您健康！rollerscopes.com祝您健康！rollerscopes.com祝您健康！rollerscopes.com祝",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Helots biopsy of gland in known as tubercular lymphadenitis i.e. enlargement of lymph gland was mycobacterium tubercular bacilli. As you mentioned that she took complete anti-tubercular treatment. But at present need not worry, however reduced weight is cause of concern. Another reason is loss of appetite. So get in PCR tuberculin test for tuberculosis confirmation. And also get in blood culture and Chat Doctor. Since she is also having loss of weight and loss of appetite, so consultation with a specialist is important. Good luck.","
Hello dear, I understand your concern. In my opinion the symptoms like pain in chest and stomach can be due to acid peptic disease or heart diseases. As you have history of previous angina attacks we should consider it as heart related problem. The symptoms like chest and stomach pain is commonly seen in heart diseases. So better to consult doctor once and get done ECG, 2 and 2 test. If all these are normal then no need to worry about heart diseases. It can be due to acid peptic disease. Then take proton pump inhibitors Chat Doctor. Hope this clears your query. Wishing you good health. Regards,",0.17073170731707318,0.208955223880597,0.18791945813792185,0.020833333333333332,0.024390243902439025,0.022471905143291084,0.17073170731707318,0.208955223880597,0.18791945813792185
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello have gone through your question and understand your concern. Presence of bruise is suggestive of internal bleeding underneath the skin or subcutaneous tissue. It may or may not be related to your previous cancer history, but caution is the word. Fix an appointment with your treating doctor at the earliest as various diagnostic tests have to be conducted to find out the cause and initiate the treatment. Good luck. Hope your concern is answered. Thank you.","
Hello dear, Thanks for your query to Chat Doctor. Read your query carefully. You have been diagnosed as having bronchitis and taking antibiotics and anti-inflammatory medicines. As bronchitis is an infection of lungs (bronchi) which has got infected by bacteria or virus, it requires treatment with antibiotics like amoxicillin, levofloxacin",0.26666666666666666,0.20689655172413793,0.2330097038175135,0.0,0.0,0.0,0.2222222222222222,0.1724137931034483,0.19417475236120288
"If you are a doctor, please answer the medical questions based on the patient's description.","HiT hanks for posting on ChatDoctorSorry to reply to your query late. Hope you are ok by now. Will still like to reply your query if it may still help you. Any of the 2 diagnosis from both Doctor could be correct. However, unless I examine you I may not know with certainty what could be the problem. Being treated for H pylori may not stop your symptoms immediately. Healing is progressive and this is why you had to go on an anti-reflux/anti-secretory for some weeks again after your antibiotherapy. If I were your treating Doctor, I will, would have treated as follows:-Antibiotherapy for 14 days-Anti-secretory like omeprazole for 21 to 28 days-Antacid like maalox-Counseling on home measure to prevent gastritis/Verdi symptoms do not improve, I send you to a Astrologist for examination and a microscopy or endoscopy. If you are still struggling with your symptoms, I will advise you see a Astrologist for evaluation and better management. Hope this will help Best regards","
Hi, I understand your concern and would like to say that it is not uncommon for men of 65 years old to experience erectile dysfunction. There are many causes of ED in older men including cardiovascular disease, diabetes, depression, anxiety, medication side effects, alcohol abuse, smoking and obesity. The first thing you should do is to consult your doctor to find out what is causing your ED. In my clinical practice, I have seen that the most common cause of ED in older men is cardiovascular disease (high blood pressure, high cholesterol, diabetes, etc.). Therefore, if this is the case with you, then you need to take steps",0.23809523809523808,0.18867924528301888,0.2105263108565098,0.019230769230769232,0.01282051282051282,0.015384610584616884,0.2261904761904762,0.1792452830188679,0.19999999506703614
"If you are a doctor, please answer the medical questions based on the patient's description.","I recommend taking Fluconazole (Diflucan) to treat the yeast infection. Additionally, you can use Nystatin Topical Product, Clotrimazole Topical, Miconazole Topical Product, Terconazole Topical, Betamethasone-Clotrimazole Topical, Butoconazole Topical, or Zinc Oxide Topical to relieve the symptoms. If you are also experiencing pain during intercourse, then you can take Pentosan Polysulphate Sodium (Elmiron). Lastly, I recommend taking a hormonal birth control pill such as Ortho Cyclen or Portia to prevent future yeast infections.","
Hi... Thank you for consulting in Chat Doctor. It seems your child is having viral diarrhea. Once it starts it will take 5 - 7 days to completely get better. Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting...you need not worry. Antibiotics are not required unless there is blood in the stool. Please give plenty of fluids (oral rehydration solution if available) to prevent dehydration. This illness will settle down by itself with time. Regards -  Chat Doctor.  Hope my answer was helpful for you.  I am happy to help any time.",0.09411764705882353,0.14545454545454545,0.11428570951530632,0.009708737864077669,0.014925373134328358,0.011764701106576332,0.09411764705882353,0.14545454545454545,0.11428570951530632
G69-PD缺乏，咳嗽可以吃什么药，全部症状:感冒咳嗽，鼻塞。其它都正常发病时间及原因:可能开空调着冷，今天开始治疗情况:没有想要得到的帮助:可以吃些什么药，列如冲剂,G6PD缺乏症，又称蚕豆病，是一种先天性葡萄糖六磷酸脱氢酶缺乏，由于戊糖代谢途径受限，用药不注意或是食用蚕豆等，可以发生溶血，严重者危及生命。本病患者禁用磺胺嘧啶、SMZ、SMZ—TMP、磺胺吡啶、磺胺乙酰、呋喃旦啶、呋喃唑酮（痢特灵）、呋喃西林、蚕豆（胡豆）、珍珠粉、美蓝、奈（不接触臭丸）等。小柴胡颗粒、藿香正气丸、抗病毒口服液等可以应用。现宝宝感冒了，请在儿科医生指导下应用抗病毒口服液治疗。,"
你好：根据你所说的情况来看，是属于过敏性咳嗽的，一般是可以服用一些抗过敏的药物进行治疗的，比如：氯雷他定、扑尔敏等药物都是可以使用的，另外在用药期间注意多喝水，不要吃辛辣刺激性的食物，注意保暖。祝健康！  ，除了对症治疗咳嗽外，患者需要多咨询专家建议，和医生保持沟通，患者还需要重视护理方面，例如饮食清淡，避免辛辣刺激食物。与此同时患者还要注意选择一家权威医院诊治，这样才能得到良好的治疗效果。祝早日康复！
对于慢性咳嗽的患者来说，",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Your seizure 2 years ago was probably a temporary abnormal electrical activity of the brain. To prevent it from affecting the body further you were started on anti-seizure medicine.  Now since you did not have any further episode, recent studies have shown that medications can be reduced in a stepwise manner.  This is possible only if MRI and EEG are normal, which is the same for your case. So I concur with your doctor and would advise on tapering the dose based on his advice. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. ","
Hello! Welcome on Chat Doctor ! Your symptoms could be related to a musculoskeletal pain or a possible nerve compression in your neck (cervical radiculopathy). I would recommend consulting with your GP for a careful physical exam and some tests: -a cervical spine X-ray study- an EMG/NCV study-a blood count-complete blood count for anemia-thyroid hormone levels for thyroid gland dysfunction-an ECG for possible heart disorders. You should discuss with your doctor on the above issues. Hope you will find this answer helpful! Kind regards,  Chat Doctor.  S. Palermo, M.D. ",0.24358974358974358,0.22093023255813954,0.23170731208506856,0.03409090909090909,0.02857142857142857,0.031088077940348187,0.21794871794871795,0.19767441860465115,0.2073170681826295
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello friend, Your question is very important -= why am I having so many problems with my body? This cannot be answered in the way you searched. You are over weight. You get bruised easily. Furthermore, you feel pain more than reasonable. Feels dizzy. You explain everything as because of anemia. There you are wrong. Then naturally you say: I am taking Iron tabs regularly as if iron will take care of your anemia. You are lost to find reasons for your sickness. Conventional medicine cannot answer your question. I am a Homeopath and in Homeopathy we have answer for your questions, but it cannot be given through this forum. Your case has to be studied in detail. Your parents' history, their disease tendencies, your intrauterine life, your past history, treatment history etc. become important. While taking your case in detail we will concentrate on your genetic constitutional dispositions to find out your remedy. This can be done by a very detailed case taking and analysis by an expert Homeopathic physician. Therefore, my advice to you as a young friend is to tell your parents to take you to an expert Homeopath who can help you to make you free from several physical ailments you are suffering, and you will suffer in future if not taken a corrective treatment at the earliest. Your letter does not at all give any details about your mental makeup which is very important for a Homeopath to reach at the right remedy. With best wishes for speedy cure through Homeopathy,","
Hi there, thank you for asking on Chat Doctor. I understand your concern and would like to tell you that if the child is otherwise well and growing fine then there is no need to worry about it. Most of the times the kids have this type of habit when they are very young. As long as he does not bite his fingers or cut them while biting, you can be assured that nothing will happen to him. The habit will go away with time by itself. However, if you want to stop the habit, you can try putting bandage around the finger or give him something else to chew instead of his own fingers. Hope this",0.3076923076923077,0.17721518987341772,0.2248995937555847,0.02608695652173913,0.012396694214876033,0.016806718321839675,0.25274725274725274,0.14556962025316456,0.1847389511853036
有关于商环包皮环切手术后的几个问题，医生做过，无,你好，包茎手术比较简单，一般情况下当地男科医院都可以开展，做好卫生及抗炎护理，避免感染。两周后拆线即可。,"
你好，你描述的考虑是包皮过长，建议做包皮环切术，术后注意卫生，预防感染，忌辛辣刺激性饮食，戒烟酒。定期复查。，其实一般情况下，进行任何一种包皮手术治疗都是有可能会出现后遗症的，但是只要及时发现并进行针对性的治疗，那么其后遗症就是可以避免的，因此要引起重视，及时进行咨询和治疗。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HELL OIT IS A Favorable FINDING THAT YOUR ULTRASOUND STUDY HAS SHOWN A FOLLICLE SIZE OF 1.8*1.9CM. IT MEANS YOU HAVE A DOMINANT FOLLICLE OF APPROPRIATE SIZE AND YOU ARE LIKELY TO OVULATE IN THIS CYCLE.YOU CAN BE GIVEN AN INJECTION AT THIS TIME FOR A CONFIRMED AND TIMELY OVULATION FOR WHICH YOU CAN CONSULT ORGAN DOCTOR. CONTINUING FOLLICULAR STUDY, URINARY LH KIT CAN PREDICT OVULATION. TIMED INTERCOURSE ON THE DAY AND DAY AFTER OVULATION IS LIKELY TO GIVE POSITIVE RESULTS. GOOD LUCK.","
Hello! I understand your concern and I will try to help you. Based on your symptoms it seems like you have developed a skin infection called folliculitis. It is very common in people who have diabetes or poor immune system. This condition can be caused by bacteria or fungi. It is usually treated with topical medications such as miconazole cream or oral antibiotics. You should see a dermatologist for proper diagnosis and treatment. Hope this helps. Best wishes.  Chat Doctor.  S.  Dermatologist.  If you have any further questions, feel free to ask. Thank you for using our service. I hope you found",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
黄体酮和活血化淤先吃哪个？，月经不调，有炎症破皮少，医生给我来了药，黄体酮个活血化淤的药，我应当先吃哪个？还是一同吃？,根据你的叙述，月经不调应当先活血化瘀，然后再吃黄体酮建议按照医生开的药连续服食个疗程，不要间断，看一看情况如何，多歇息妇科病的再次出现严重危害了女性的健康，患者需要有生存中留意救治期间切勿同房。并且留意个人卫生。最后期望女性患者可以获得有效的救治。,"
这种情况建议你最好是根据你的具体情况来选择如何用药。如果出血量多，可以首先使用黄体酮来止住出血，如果出血量少，也可以同时服食活血化瘀的药物，具体的情况建议还是到医院复诊，在医生的指导下实施对症治疗，以免影响到身体的健康。除了及时治疗妇科病外，患者朋友理应始终保持愉快的心态去直面疾病，只有这样才能降低患者的免疫力以及抗衡疾病的信念，同时要多看重自身饮食护理，观注营养均衡，及时消化身体营养。期望上述的答案可以帮助到大家，谢谢。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
外阴-阴道-牙龈综合征的就诊科室是什么？,妇产科；妇科,"
妇科；口腔科；皮肤性病科；牙体牙髓病科；儿科；小儿外科；小儿内科；耳鼻喉科；中医科；妇科肿瘤科；妇产科；急诊科；变态反应科；眼科；骨科；烧伤整形外科；泌尿外科；消化内科；呼吸内科；心内科；内分泌科；神经内科；血液内科；风湿免疫科；肾内科；普外科；小儿外科；小儿内科；麻醉科；胸外科；肿瘤内科；肿瘤外科；老年科；感染性疾病科；全科医学科；精神病学；精神卫生科；传染",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi there, Thanks for posting in Chat Doctor. Cirrhosis is an irreversible condition. Liver transplantation is the only definitive treatment. The suggestion given by your hepatologist is the right one. Whatever your brother-in-law has suggested is only supportive care to prevent complications of cirrhosis. But unfortunately some of these options like shunt itself would lead to many other complications. Yes fractionated bilirubin not needed. I hope that answers your query. Regards.","
Hi thanks for asking question. I have read your query carefully and understood your concern. In my opinion you should not take any antibiotic until you get culture report back. Because in most cases of urinary tract infection it is due to bacteria which is sensitive to many antibiotics. If you take antibiotics before getting culture report then chances of developing resistance to antibiotics increases. So wait for culture report and according to sensitivity pattern of organism given antibiotic. Thanks hope this will help you. Wishing good health to you. Chat Doctor.  S. M. D. (Med) FICN Consultant Nephrologist. Department of Nephrology",0.20253164556962025,0.26229508196721313,0.22857142365408173,0.030303030303030304,0.043478260869565216,0.03571428087372515,0.20253164556962025,0.26229508196721313,0.22857142365408173
视网膜脱离复发的风险评估因素有些什么？,眼轴长度,"
手术方式；玻璃体切割次数；术前眼压；术后视力；年龄；手术时间；术前视力；玻璃体混浊程度；术前眼底情况；术中玻璃体积血；术前视网膜裂孔大小；眼外伤史；术前视网膜脱离的范围；糖尿病；术前视网膜脱离的时间；术前黄斑区是否脱离；术前黄斑区是否水肿；术前黄斑区有无出血；术前黄斑区有无水肿；黄斑区有无出血；黄斑区有无水肿；术前黄斑",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
头晕眼花手麻是什么原因？，发病时间不确定，突然之间头晕，然后就是手麻，背部也麻，视力模糊，浑身没劲。,"你好，颈椎病，西医的手术只能取出病变的椎间盘,而不能防治其他的以后就不会发生病变,而中医辨症用药就可以解决这些西医不能解决的问题,可以在治疗的同时防治其他椎体的退变,给患者体质一个修复康复的过程.所以是上等的治疗方法.建议找中医专科大夫为你诊治。颈椎动脉康复汤对本病有很好的效果,可以辨症加减使用的.用中药治好很少复发的.","
你好，这种情况考虑是颈椎病引起的症状。建议你可以做一下颈椎的CT检查确诊一下，确定后可以采用颈复康颗粒和颈舒颗粒治疗试试看。注意休息，避免劳累，祝早日康复！ ，我们都知道内科疾病对患者的危害比较的，一旦发现后就该及时救治，同时患者日常中还需要重视自身的调节，并且建议多饮水，饮食上一定要注意，希望内科疾病患者可以及时得到救治！谢谢！",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
严重下腰痛的影像学检查有些什么？,影像学检查；椎间盘造影术；X线片,"
磁共振成像；CT平扫；MRI扫描；X线片；核磁共振检查；CT检查；X线检查；超声检查；CT扫描；X线平片；MR检查；MRI检查；腰椎CT；CT图像；X线摄片；CT和MRI检查；X线平扫；X线检查法；X线检查技术；MRI；X线平片检查；脊柱MRI检查；X线平扫检查；X线检查方法；脊柱CT检查；X线；X线诊断；CT及MRI；CT平扫检查；X线摄片检查",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Palpitations after exercise is normal phenomenon but it's too high or associated with ache its investigation is warranted. So mentioned something irregular beats. Now further you should try measure pulse rate and try to get ECG done during episodes. Alternatively you can get holder attached which will monitor your cardiac activity throughout the day and let us know if any abnormality is there. Also avoid smoking alcohol too much coffee or cola Chat Doctor. ,"
Hello dear, I understand your concern. In my opinion the symptoms like pain and burning sensation in the lower abdomen could be due to urinary tract infection or kidney stones. It is better to get a urine routine test done to rule out UTI. Also get an ultrasound of the abdomen done to rule out any stones. If these tests come normal then there is no need to worry about the abdominal pain. Hope this helps you. Wishing you a good health. Take care. Chat Doctor.  V. Subrahmanyam MD; DM (Gastroenterology) Gastroenterologist.  Senior Consultant Gastroenterologist. ",0.20512820512820512,0.23880597014925373,0.22068965020118916,0.021739130434782608,0.02702702702702703,0.02409638060095906,0.20512820512820512,0.23880597014925373,0.22068965020118916
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Precum may enter into vagina unknowingly before ejaculation, and it contains sufficient sperm concentration that cause pregnancy if sex was done in fertile phase of period. You got last period on 12th September, did sex on 4th October. So you did sex in the safe period of cycle if we consider 30 day of cycle. Ovulation will occur at 27th or 28th September, and it will live only for 12 to 24 hours. But you did sex after ovulation so no chance of pregnancy. But you told you have irregular cycle. So if it has sometime long period like 35 days or more than pregnancy is possible. In this case you can take I pill with in 72 hours of pill to prevent unwanted pregnancy. Avoid stress, take healthy diet and Chat Doctor.  Use safe sex practice like condom in future to prevent unwanted pregnancy. Hope this may help you. Contact further if follow up needed. Best regards,","
Hello dear, thank you for your contact to Chat Doctor. I read and understand your concern. I am Chat Doctor answering your concern. No, it is not possible that you can get infected from the sexual intercourse. It depends upon whether you were protected",0.3611111111111111,0.12037037037037036,0.18055555180555563,0.04878048780487805,0.013422818791946308,0.021052628194460375,0.3611111111111111,0.12037037037037036,0.18055555180555563
"If you are a doctor, please answer the medical questions based on the patient's description.","Thanks for your query, I have gone through your query. The gummy smile can be because of increased width of attached gingival or protruded maxillary and mandibular anterior or front teeth. The gummy smile or appearance of gums on smiling can be corrected by the gum surgery or orthodontic treatment. Consult an oral physician or an orthodontist and take an opinion. I feel you don't need lip reduction surgery. I hope my answer will help you, take care.","
Hello, I have gone through your query and understand your concern. Based on what you have mentioned, it seems like you may be suffering from anxiety disorder. You may require an evaluation by a psychologist or psychiatrist to rule out other conditions and get proper treatment. If you are not able to visit any of them, you can try self-help techniques such as deep breathing exercises, meditation, yoga etc. Avoiding stressors and avoiding alcohol, smoking, coffee etc. can also help. Hope this helps you. Regards Chat Doctor.  V. Anand, MD (Psychiatry)  Psychologist, Psychiatrist, Psychotherapist,",0.2073170731707317,0.288135593220339,0.24113474690609135,0.053763440860215055,0.06756756756756757,0.05988023458567935,0.2073170731707317,0.288135593220339,0.24113474690609135
