instruction,reference,generated,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your concern. If I am your doctor I suggest you that you will lose your nail. But pressure from blood in the close compartment can cause gangrene. I advise you should visit nearby doctor and get your self Chat Doctor.  Usually gangrene won't appears in all cases. I will be happy to answer your further concerned can contact me. Chat Doctor. Infectious disease specialist. Thank you.","
Hello! Welcome to Chat Doctor! This is not a very serious condition and can be treated with antibiotics like Cefixime 2imes daily for five days or so. It is important to take the entire course of antibiotics as prescribed. Do not stop in between. Take plenty of fluids, rest and avoid stress. Hope this helps! Kindly rate my answer if you find it helpful. Thanks.",0.1694915254237288,0.19230769230769232,0.1801801752000651,0.015625,0.0136986301369863,0.014598535167565232,0.13559322033898305,0.15384615384615385,0.14414413916402907
和老公同房后阴道深处有很多小红疙瘩痒疼怎么回，无,考虑是有阴道炎的可能，建议你可以口服氧氟沙星、替硝唑胶囊，外用高猛酸钾或洁尔阴溶液清洗局部，然后再用甲硝唑泡滕片塞阴治疗即可，用药其间注意个人卫生，禁止同房，并定期复查。,"
你好，你的情况考虑为霉菌性阴道炎，可以做白带常规检查帮助诊断，然后采用碳酸氢钠溶液冲洗阴道后采用达克宁栓或克霉唑栓塞阴道治疗的，效果较好的，注意会阴部的卫生很重要。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Helots biopsy of gland in known as tubercular lymphadenitis i.e. enlargement of lymph gland was mycobacterium tubercular bacilli. As you mentioned that she took complete anti-tubercular treatment. But at present need not worry, however reduced weight is cause of concern. Another reason is loss of appetite. So get in PCR tuberculin test for tuberculosis confirmation. And also get in blood culture and Chat Doctor. Since she is also having loss of weight and loss of appetite, so consultation with a specialist is important. Good luck.","
Hi, Thanks for writing in. It is important to know your age and whether you have had any symptoms like pain in abdomen or bleeding per rectum. If you are below 50 years of age than it is not likely to be cancer. Most cases of cancer of colon occur after the age of 55 years. Please do not worry. You can get yourself examined by a surgeon who will examine you and order necessary investigations like ultrasound scan and CT scan if needed. He may also order colonoscopy which is the best investigation for cancer of colon. Please do not worry. If you have any symptoms than you need to consult",0.15789473684210525,0.1791044776119403,0.16783216285197333,0.009708737864077669,0.012195121951219513,0.010810805875239651,0.15789473684210525,0.1791044776119403,0.16783216285197333
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello have gone through your question and understand your concern. Presence of bruise is suggestive of internal bleeding underneath the skin or subcutaneous tissue. It may or may not be related to your previous cancer history, but caution is the word. Fix an appointment with your treating doctor at the earliest as various diagnostic tests have to be conducted to find out the cause and initiate the treatment. Good luck. Hope your concern is answered. Thank you.","
Hello, Thanks for writing to Chat Doctor. You have not mentioned what kind of treatment you are getting. If you are receiving radiotherapy then it may cause this type of symptoms. In such case you should consult your oncologist and get evaluated.  If you are not receiving any treatment then it could be due to some other reason like diabetes, thyroid disorder etc. So I suggest you to visit your physician and get yourself examined. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. V. Subrahmanyam MD; Disgnostic Radiology. ",0.17333333333333334,0.22413793103448276,0.1954887168862006,0.0,0.0,0.0,0.17333333333333334,0.22413793103448276,0.1954887168862006
"If you are a doctor, please answer the medical questions based on the patient's description.","HiT hanks for posting on ChatDoctorSorry to reply to your query late. Hope you are ok by now. Will still like to reply your query if it may still help you. Any of the 2 diagnosis from both Doctor could be correct. However, unless I examine you I may not know with certainty what could be the problem. Being treated for H pylori may not stop your symptoms immediately. Healing is progressive and this is why you had to go on an anti-reflux/anti-secretory for some weeks again after your antibiotherapy. If I were your treating Doctor, I will, would have treated as follows:-Antibiotherapy for 14 days-Anti-secretory like omeprazole for 21 to 28 days-Antacid like maalox-Counseling on home measure to prevent gastritis/Verdi symptoms do not improve, I send you to a Astrologist for examination and a microscopy or endoscopy. If you are still struggling with your symptoms, I will advise you see a Astrologist for evaluation and better management. Hope this will help Best regards","
Hi, Thanks for your query. I read your query and understand your concern. There can be multiple reasons for this - 1) It could be due to hormonal changes in your body which may be causing this problem.2) It could be due to some kind of infection.3) It could be due to some kind of irritation or allergic reaction.4) It could be due to some kind of stress.5) It could be due to some kind of nutritional deficiency. You need to get yourself examined by an endocrinologist or an internal medicine specialist. You will have to get blood tests done to check your thyroid levels, vitamin",0.27692307692307694,0.16981132075471697,0.2105263110769127,0.024390243902439025,0.01282051282051282,0.01680671817244666,0.26153846153846155,0.16037735849056603,0.1988304046441641
"If you are a doctor, please answer the medical questions based on the patient's description.","I recommend taking Fluconazole (Diflucan) to treat the yeast infection. Additionally, you can use Nystatin Topical Product, Clotrimazole Topical, Miconazole Topical Product, Terconazole Topical, Betamethasone-Clotrimazole Topical, Butoconazole Topical, or Zinc Oxide Topical to relieve the symptoms. If you are also experiencing pain during intercourse, then you can take Pentosan Polysulphate Sodium (Elmiron). Lastly, I recommend taking a hormonal birth control pill such as Ortho Cyclen or Portia to prevent future yeast infections.","
Hi! I am Chat Doctor answering your query. From the history given by you it seems that your child is having an infection in the urinary tract. The treatment for this can be antibiotics like Cefixime and Amoxicillin combination for 10 days. This will help to control the infection. If there is no relief from the symptoms even after the completion of the course of medicines then further investigations should be done like urine culture and sensitivity test to find out the causative organism and its sensitivity pattern. I hope this information would help you in discussing with your family physician/treating doctor in further management of your problem. Please do not",0.11904761904761904,0.18181818181818182,0.14388488730396995,0.00909090909090909,0.014925373134328358,0.011299430323344548,0.10714285714285714,0.16363636363636364,0.12949639809533683
G69-PD缺乏，咳嗽可以吃什么药，全部症状:感冒咳嗽，鼻塞。其它都正常发病时间及原因:可能开空调着冷，今天开始治疗情况:没有想要得到的帮助:可以吃些什么药，列如冲剂,G6PD缺乏症，又称蚕豆病，是一种先天性葡萄糖六磷酸脱氢酶缺乏，由于戊糖代谢途径受限，用药不注意或是食用蚕豆等，可以发生溶血，严重者危及生命。本病患者禁用磺胺嘧啶、SMZ、SMZ—TMP、磺胺吡啶、磺胺乙酰、呋喃旦啶、呋喃唑酮（痢特灵）、呋喃西林、蚕豆（胡豆）、珍珠粉、美蓝、奈（不接触臭丸）等。小柴胡颗粒、藿香正气丸、抗病毒口服液等可以应用。现宝宝感冒了，请在儿科医生指导下应用抗病毒口服液治疗。,"
你好，你的情况属于支气管炎引起的咳嗽、鼻塞等症状，建议口服阿奇霉素片和咳特灵胶囊和头孢克肟胶囊等药物治疗。平时禁吃辛辣酒、生冷等刺激性食物。多喝水。多休息。祝早日康复！",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Your seizure 2 years ago was probably a temporary abnormal electrical activity of the brain. To prevent it from affecting the body further you were started on anti-seizure medicine.  Now since you did not have any further episode, recent studies have shown that medications can be reduced in a stepwise manner.  This is possible only if MRI and EEG are normal, which is the same for your case. So I concur with your doctor and would advise on tapering the dose based on his advice. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. ","
Hi and welcome to Chat Doctor.  Thank you for your query. I have gone through your query in detail. Your symptoms could be due to anemia or iron deficiency. It is better if you consult a physician who can do a complete blood count and look for other causes of this symptom. If it is not due to any organic cause then you need to take iron supplements as well as iron rich diet. You may also require vitamin B12 supplementation. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. I will be happy to answer your questions. Wishing",0.2625,0.2441860465116279,0.25301204319930337,0.03669724770642202,0.0380952380952381,0.037383172571841004,0.2625,0.2441860465116279,0.25301204319930337
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello friend, Your question is very important -= why am I having so many problems with my body? This cannot be answered in the way you searched. You are over weight. You get bruised easily. Furthermore, you feel pain more than reasonable. Feels dizzy. You explain everything as because of anemia. There you are wrong. Then naturally you say: I am taking Iron tabs regularly as if iron will take care of your anemia. You are lost to find reasons for your sickness. Conventional medicine cannot answer your question. I am a Homeopath and in Homeopathy we have answer for your questions, but it cannot be given through this forum. Your case has to be studied in detail. Your parents' history, their disease tendencies, your intrauterine life, your past history, treatment history etc. become important. While taking your case in detail we will concentrate on your genetic constitutional dispositions to find out your remedy. This can be done by a very detailed case taking and analysis by an expert Homeopathic physician. Therefore, my advice to you as a young friend is to tell your parents to take you to an expert Homeopath who can help you to make you free from several physical ailments you are suffering, and you will suffer in future if not taken a corrective treatment at the earliest. Your letter does not at all give any details about your mental makeup which is very important for a Homeopath to reach at the right remedy. With best wishes for speedy cure through Homeopathy,","
Hi... I understand your concern. By what you quote it seems that your son has got an ear infection. I suggest you get him examined by an ENT specialist who will examine his ears and decide whether he needs antibiotic treatment or not.  Most ear infections do not need antibiotics. If the child is having fever or pain in the ear, then only antibiotics are indicated. The ear infection does not cause high grade fever. Hope my answer was helpful for you.  I am happy to help any time. Further clarifications and consultations on Chat Doctor are welcome. If you do not have any clarifications, you can close the discussion and rate",0.3448275862068966,0.189873417721519,0.2448979546035819,0.03669724770642202,0.01652892561983471,0.022792018509915496,0.3448275862068966,0.189873417721519,0.2448979546035819
有关于商环包皮环切手术后的几个问题，医生做过，无,你好，包茎手术比较简单，一般情况下当地男科医院都可以开展，做好卫生及抗炎护理，避免感染。两周后拆线即可。,"
你好，根据你的描述，一般建议你还是到医院做一次复查,看是否需要更换。如果只是有点红肿,可以先观察一段时间,注意休息,避免久站久坐,穿宽松棉质内裤,保持外阴清洁干燥,不要吃辛辣刺激性食物,过几天再复查即可.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HELL OIT IS A Favorable FINDING THAT YOUR ULTRASOUND STUDY HAS SHOWN A FOLLICLE SIZE OF 1.8*1.9CM. IT MEANS YOU HAVE A DOMINANT FOLLICLE OF APPROPRIATE SIZE AND YOU ARE LIKELY TO OVULATE IN THIS CYCLE.YOU CAN BE GIVEN AN INJECTION AT THIS TIME FOR A CONFIRMED AND TIMELY OVULATION FOR WHICH YOU CAN CONSULT ORGAN DOCTOR. CONTINUING FOLLICULAR STUDY, URINARY LH KIT CAN PREDICT OVULATION. TIMED INTERCOURSE ON THE DAY AND DAY AFTER OVULATION IS LIKELY TO GIVE POSITIVE RESULTS. GOOD LUCK.","
Hi, dairy have gone through your question. I can understand your concern. You may have some chronic infection or inflammation in liver.  It is difficult to say without any investigation.  You should go for ultrasound abdomen and liver function test.  Then you should take treatment accordingly. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health. Don't forget to click on thank you and recommend me.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
黄体酮和活血化淤先吃哪个？，月经不调，有炎症破皮少，医生给我来了药，黄体酮个活血化淤的药，我应当先吃哪个？还是一同吃？,根据你的叙述，月经不调应当先活血化瘀，然后再吃黄体酮建议按照医生开的药连续服食个疗程，不要间断，看一看情况如何，多歇息妇科病的再次出现严重危害了女性的健康，患者需要有生存中留意救治期间切勿同房。并且留意个人卫生。最后期望女性患者可以获得有效的救治。,"
您好！根据您的叙述，建议您先吃活血化瘀的药物，然后在来月经的时候再吃黄体酮。平时要留意歇息，防止操劳，始终保持心情舒畅，不要熬夜，多吃新鲜蔬菜水果，忌食辛辣刺激性食物，祝您健康！妇科病是一种容易病发的妇科疾病，在服药期间，女性需要有看重自身的护理，尤其是护理方面，建议患者多留意始终保持外阴清洁，勤换内裤。最后期望女性患者可以获得有效的治疗。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
外阴-阴道-牙龈综合征的就诊科室是什么？,妇产科；妇科,"
内科；妇科",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi there, Thanks for posting in Chat Doctor. Cirrhosis is an irreversible condition. Liver transplantation is the only definitive treatment. The suggestion given by your hepatologist is the right one. Whatever your brother-in-law has suggested is only supportive care to prevent complications of cirrhosis. But unfortunately some of these options like shunt itself would lead to many other complications. Yes fractionated bilirubin not needed. I hope that answers your query. Regards.","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your anxiety. In men, painless hematuria is usually due to stones or bladder cancer. The most common cause of hematuria in men above 50 years of age is bladder cancer. So, I would advise you to get a urology consultation at the earliest. You will need to do:1. Urine routine and culture2. Blood routine, creatinine, uric acid3. Ultrasound-KUB and bladder scan4. CT-kub or MRI-kub with contrast. The above tests will help find out the",0.16176470588235295,0.18032786885245902,0.17054263067363756,0.011904761904761904,0.014492753623188406,0.013071890472896915,0.16176470588235295,0.18032786885245902,0.17054263067363756
视网膜脱离复发的风险评估因素有些什么？,眼轴长度,"
眼底出血；术前眼底出血；术中眼底出血；术前眼底水肿；术中眼底水肿；术前玻璃体混浊；术前黄斑裂孔；术前黄斑水肿；术前玻璃体液化；术前视盘水肿；术前视盘萎缩；术前玻璃体积血；术前玻璃体混浊、黄斑裂孔；术前玻璃体混浊、黄斑水肿；术前玻璃体混浊、视盘水肿；术前玻璃体混浊、视盘萎缩；术前玻璃体混浊、黄斑裂",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
头晕眼花手麻是什么原因？，发病时间不确定，突然之间头晕，然后就是手麻，背部也麻，视力模糊，浑身没劲。,"你好，颈椎病，西医的手术只能取出病变的椎间盘,而不能防治其他的以后就不会发生病变,而中医辨症用药就可以解决这些西医不能解决的问题,可以在治疗的同时防治其他椎体的退变,给患者体质一个修复康复的过程.所以是上等的治疗方法.建议找中医专科大夫为你诊治。颈椎动脉康复汤对本病有很好的效果,可以辨症加减使用的.用中药治好很少复发的.","
你好，这种情况应该是脑供血不足或颈椎病导致的。可以应用中医通天口服液试试看。平时注意充分休息，避免过度劳累。适当活动锻炼增强体质。祝早日康复！",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
严重下腰痛的影像学检查有些什么？,影像学检查；椎间盘造影术；X线片,"
磁共振成像；X线平片；CT扫描；核磁共振；MRI；CT检查；X线平片及CT扫描；MRI检查；磁共振；核磁共振成像；核磁共振(MRI)；MRI联合CT检查；CT；脊髓造影；X线；X线平片检查；CT和MRI检查；CT、MRI检查；X线平片检查及CT扫描；核磁共振成像技术；CT扫描检查；MRI检查；X线平片与CT扫描；MRI；磁共振成像技术；脊柱MRI；磁共振成像术",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Palpitations after exercise is normal phenomenon but it's too high or associated with ache its investigation is warranted. So mentioned something irregular beats. Now further you should try measure pulse rate and try to get ECG done during episodes. Alternatively you can get holder attached which will monitor your cardiac activity throughout the day and let us know if any abnormality is there. Also avoid smoking alcohol too much coffee or cola Chat Doctor. ,"
Hello, Welcome to Chat Doctor.  After going through your query I think your problem is due to allergic rhinitis. Allergic rhinitis can be caused by many allergens like dust mite, pollen grain, animal dander etc. It can cause symptoms like runny nose, sneezing, itching and nasal congestion. You need to consult an ENT surgeon for proper examination. You should do skin prick test for confirmation of diagnosis. Treatment of allergic rhinitis is antihistamines and corticosteroids. Antihistamines give quick relief but they don't reduce inflammation. Corticosteroids have anti-inflammatory",0.12162162162162163,0.13432835820895522,0.12765956948040863,0.011764705882352941,0.013513513513513514,0.01257861137613424,0.12162162162162163,0.13432835820895522,0.12765956948040863
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Precum may enter into vagina unknowingly before ejaculation, and it contains sufficient sperm concentration that cause pregnancy if sex was done in fertile phase of period. You got last period on 12th September, did sex on 4th October. So you did sex in the safe period of cycle if we consider 30 day of cycle. Ovulation will occur at 27th or 28th September, and it will live only for 12 to 24 hours. But you did sex after ovulation so no chance of pregnancy. But you told you have irregular cycle. So if it has sometime long period like 35 days or more than pregnancy is possible. In this case you can take I pill with in 72 hours of pill to prevent unwanted pregnancy. Avoid stress, take healthy diet and Chat Doctor.  Use safe sex practice like condom in future to prevent unwanted pregnancy. Hope this may help you. Contact further if follow up needed. Best regards,","
Hi...I understand your concern. I think it is not related to your fever. Fever of few days without any localizing signs could as well a viral illness. Usually rather than fever, what is more important is the activity of of the child, in between 2 two fever episodes on the same day. If the kid is active and playing around when there is no fever, it is probably viral illness and it doesn't require antibiotics at all. Once viral fever comes it will there for 4-7 days. So do not worry about duration if the kid is active. Paracetamol can be given in the dose of ",0.26666666666666666,0.18518518518518517,0.2185792301352684,0.0297029702970297,0.020134228187919462,0.02399999518432096,0.22666666666666666,0.1574074074074074,0.18579234488936677
"If you are a doctor, please answer the medical questions based on the patient's description.","Thanks for your query, I have gone through your query. The gummy smile can be because of increased width of attached gingival or protruded maxillary and mandibular anterior or front teeth. The gummy smile or appearance of gums on smiling can be corrected by the gum surgery or orthodontic treatment. Consult an oral physician or an orthodontist and take an opinion. I feel you don't need lip reduction surgery. I hope my answer will help you, take care.","
Hi, Thanks for your query. I read your query and understand your concern. You should have done an ultrasound scan to rule out any pelvic pathology like ovarian cyst or fibroid which could cause such symptoms. I would suggest you to consult gynecologist in this regard. If needed she can do further investigation like transvaginal sonogram, hysterosalpingography etc. Also, if there is any abnormality found then it can be treated. I hope I answered your query. I will be available for any followup queries you have.  Chat Doctor. ",0.19718309859154928,0.23728813559322035,0.21538461042721904,0.058823529411764705,0.06756756756756757,0.06289307678493772,0.19718309859154928,0.23728813559322035,0.21538461042721904
月经推迟七天白带多腰酸轻微尿频怎么办，月经推迟第七天早上下来测了两道杠有白带腰酸轻微尿频轻微厌食是怀上天数太少测不出的还是妇科病,不知晓你月经周期是多长时间，固定规律吗，如果月经周期固定规律，你现在这种情况早孕试纸测验阴性是可以剔除早孕的。如果白带有异常，尿频有可能是由于炎症打击引来。建议你可以抽血化验血hcg还是比较准确知晓如何怀上的。堪用妇科洗液擦洗外阴，始终保持外阴清洁，不要吃极冷辛辣的食物。此外，男科病患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
根据你的叙述，你的情况考虑是有妇科炎症引来的症状。建议你去医院仔细检查白带常规，化验血常规，看如何有炎症传染，然后对症救治，留意个人卫生，始终保持外阴清洁干燥，勤换内裤。此外，患者在救治妇科疾病期间，除了要服药救治外，患者的饮食状况和心理状态也是十分重要，患者一定要始终保持心情愉快，恰当饮食，以免对妇科疾病的彻底恢复引发了不必要的干扰。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
