instruction,reference,generated,meteor
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your concern. If I am your doctor I suggest you that you will lose your nail. But pressure from blood in the close compartment can cause gangrene. I advise you should visit nearby doctor and get your self Chat Doctor.  Usually gangrene won't appears in all cases. I will be happy to answer your further concerned can contact me. Chat Doctor. Infectious disease specialist. Thank you.","
Hi, Thanks for writing in. It is possible that your child has developed a viral infection and this can cause fever with coughing and cold. Viral infections are self limiting and the symptoms will come down on their own in 3 to 5 days time. Please give him paracetamol every 4 hours if he is having fever. If his fever is more than 101 F then you can use ibuprofen. He may have to be taken to a pediatrician for evaluation if he is not improving after 3 days of taking medicines. Please make sure that he gets plenty of fluids and rest. He should",0.13687265254549116
和老公同房后阴道深处有很多小红疙瘩痒疼怎么回，无,考虑是有阴道炎的可能，建议你可以口服氧氟沙星、替硝唑胶囊，外用高猛酸钾或洁尔阴溶液清洗局部，然后再用甲硝唑泡滕片塞阴治疗即可，用药其间注意个人卫生，禁止同房，并定期复查。,"
你好，根据你的叙述，考虑是炎症引起的，一般和局部病原菌感染有关系的，可以口服阿莫灵，甲硝唑治疗试试，注意休息，不要刺激性食物，多喝水，慢慢会改善的，祝你健康，妇科炎症是一种容易复发的疾病，在治疗期间，女性需要有重视自身的护理，尤其是护理方面，建议患者多注意始终保持外阴清洁，勤换内裤，最后祝女性患者可以尽快康复。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Helots biopsy of gland in known as tubercular lymphadenitis i.e. enlargement of lymph gland was mycobacterium tubercular bacilli. As you mentioned that she took complete anti-tubercular treatment. But at present need not worry, however reduced weight is cause of concern. Another reason is loss of appetite. So get in PCR tuberculin test for tuberculosis confirmation. And also get in blood culture and Chat Doctor. Since she is also having loss of weight and loss of appetite, so consultation with a specialist is important. Good luck.","
Hello and welcome to Chat Doctor.  I have understood your concern and would explain as follows:1) This is not an emergency condition.2) If it is a skin lesion then you need to get it biopsied to rule out cancer or other skin lesions.3) If it is a tumor in brain then it needs to be evaluated by MRI scan of brain.4) You should see a neurologist for this evaluation.5) Treatment depends on the diagnosis.6) I wish you good health. Thanks.  Chat Doctor. ",0.14084657869444517
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello have gone through your question and understand your concern. Presence of bruise is suggestive of internal bleeding underneath the skin or subcutaneous tissue. It may or may not be related to your previous cancer history, but caution is the word. Fix an appointment with your treating doctor at the earliest as various diagnostic tests have to be conducted to find out the cause and initiate the treatment. Good luck. Hope your concern is answered. Thank you.","
Hello! Welcome and thank you for asking on Chat Doctor! I understand your concern and would explain that your symptoms could be related to anxiety or stress.  Nevertheless, since you have had a heart attack in the past, I recommend consulting with your attending physician for a careful physical exam and some tests: - a resting ECG and cardiac enzymes- a chest X-ray study-complete blood count for anemia-thyroid hormone levels for thyroid gland dysfunction- blood electrolytes for possible imbalance.  If all the above tests result normal, you should consider anxiety as the main cause of your complaints. Hope you will find this answer helpful! Kind regards",0.20379555377005895
"If you are a doctor, please answer the medical questions based on the patient's description.","HiT hanks for posting on ChatDoctorSorry to reply to your query late. Hope you are ok by now. Will still like to reply your query if it may still help you. Any of the 2 diagnosis from both Doctor could be correct. However, unless I examine you I may not know with certainty what could be the problem. Being treated for H pylori may not stop your symptoms immediately. Healing is progressive and this is why you had to go on an anti-reflux/anti-secretory for some weeks again after your antibiotherapy. If I were your treating Doctor, I will, would have treated as follows:-Antibiotherapy for 14 days-Anti-secretory like omeprazole for 21 to 28 days-Antacid like maalox-Counseling on home measure to prevent gastritis/Verdi symptoms do not improve, I send you to a Astrologist for examination and a microscopy or endoscopy. If you are still struggling with your symptoms, I will advise you see a Astrologist for evaluation and better management. Hope this will help Best regards","
Hi and welcome to Chat Doctor . You seem to have had a bad experience with your previous doctor. I suggest you to take an appointment at a nearby clinic where they can examine you. As for your symptoms, you may have an infection in your teeth or gums which is causing your toothache. I would recommend you to go see a dentist as soon as possible. You will need a thorough examination and x-rays to be able to find out what is going on with your mouth. If it turns out that there is an infection, you might need antibiotics and other treatment. Hope this helps. Kind regards,  Chat Doctor. ",0.19376237554911152
"If you are a doctor, please answer the medical questions based on the patient's description.","I recommend taking Fluconazole (Diflucan) to treat the yeast infection. Additionally, you can use Nystatin Topical Product, Clotrimazole Topical, Miconazole Topical Product, Terconazole Topical, Betamethasone-Clotrimazole Topical, Butoconazole Topical, or Zinc Oxide Topical to relieve the symptoms. If you are also experiencing pain during intercourse, then you can take Pentosan Polysulphate Sodium (Elmiron). Lastly, I recommend taking a hormonal birth control pill such as Ortho Cyclen or Portia to prevent future yeast infections.","
Hi and welcome to Chat Doctor.  Thank you for providing this detailed history. I am sorry to hear about your son. His symptoms suggest he has viral upper respiratory tract infection. This is self limiting and will resolve in 3-7 days. You can give him paracetamol syrup for fever or pain. Do not use ibuprofen as it may cause rash in children. If there is no improvement in 48 hours or if he develops severe coughing or difficulty breathing, take him to ER. Hope this helps. Regards.  Chat Doctor.  S. M. D., MD -Pediatrics.  Follow",0.1129933803938803
G69-PD缺乏，咳嗽可以吃什么药，全部症状:感冒咳嗽，鼻塞。其它都正常发病时间及原因:可能开空调着冷，今天开始治疗情况:没有想要得到的帮助:可以吃些什么药，列如冲剂,G6PD缺乏症，又称蚕豆病，是一种先天性葡萄糖六磷酸脱氢酶缺乏，由于戊糖代谢途径受限，用药不注意或是食用蚕豆等，可以发生溶血，严重者危及生命。本病患者禁用磺胺嘧啶、SMZ、SMZ—TMP、磺胺吡啶、磺胺乙酰、呋喃旦啶、呋喃唑酮（痢特灵）、呋喃西林、蚕豆（胡豆）、珍珠粉、美蓝、奈（不接触臭丸）等。小柴胡颗粒、藿香正气丸、抗病毒口服液等可以应用。现宝宝感冒了，请在儿科医生指导下应用抗病毒口服液治疗。,"
你好，根据你的描述，一般考虑是病毒性感染引起的，建议你服用抗病毒口服液、板蓝根颗粒、利巴韦林颗粒、阿奇霉素片等药物进行治疗即可，平时多喝水，清淡饮食。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Your seizure 2 years ago was probably a temporary abnormal electrical activity of the brain. To prevent it from affecting the body further you were started on anti-seizure medicine.  Now since you did not have any further episode, recent studies have shown that medications can be reduced in a stepwise manner.  This is possible only if MRI and EEG are normal, which is the same for your case. So I concur with your doctor and would advise on tapering the dose based on his advice. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. ","
Hi! Welcome to Chat Doctor.  I have gone through your query and here is my advice. You are having severe pain in the abdomen. This could be due to any of the following causes -1. Appendicitis2. Diverticulitis3. Ureteral colic4. Mesenteric adenitis5. Gastroenteritis6. Intestinal obstruction7. Peritonitis8. Acute cholecystitis9. Acute pancreatitis10. Inguinal hernia. I advise you to get yourself evaluated by an ER physician. Hope this helps. Please do not hesitate to contact",0.16026835380145382
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello friend, Your question is very important -= why am I having so many problems with my body? This cannot be answered in the way you searched. You are over weight. You get bruised easily. Furthermore, you feel pain more than reasonable. Feels dizzy. You explain everything as because of anemia. There you are wrong. Then naturally you say: I am taking Iron tabs regularly as if iron will take care of your anemia. You are lost to find reasons for your sickness. Conventional medicine cannot answer your question. I am a Homeopath and in Homeopathy we have answer for your questions, but it cannot be given through this forum. Your case has to be studied in detail. Your parents' history, their disease tendencies, your intrauterine life, your past history, treatment history etc. become important. While taking your case in detail we will concentrate on your genetic constitutional dispositions to find out your remedy. This can be done by a very detailed case taking and analysis by an expert Homeopathic physician. Therefore, my advice to you as a young friend is to tell your parents to take you to an expert Homeopath who can help you to make you free from several physical ailments you are suffering, and you will suffer in future if not taken a corrective treatment at the earliest. Your letter does not at all give any details about your mental makeup which is very important for a Homeopath to reach at the right remedy. With best wishes for speedy cure through Homeopathy,","
Hi, Thanks for writing in. I am sorry to hear about your brother's illness. It is important to know the type of cancer he has and the stage it is at. The most common cancers which affect people in their 40s and 50s are colon cancer and lung cancer. In case he has been diagnosed with one of these cancers then he needs to take treatment as per his doctors advice. If he is having advanced stage cancer then treatment will be palliative in nature. Please do not worry and discuss all possible options with your brother's doctor. He should also consult an oncologist if required. Please do not",0.11799582963110769
有关于商环包皮环切手术后的几个问题，医生做过，无,你好，包茎手术比较简单，一般情况下当地男科医院都可以开展，做好卫生及抗炎护理，避免感染。两周后拆线即可。,"
你好，你的情况属于包皮过长引起的症状，建议去医院做手术治疗，术后注意局部卫生，预防感染为好的，慢慢会改善的，祝你健康，其实得了普通外科疾病并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，控制病情及康复的几率都非常大。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HELL OIT IS A Favorable FINDING THAT YOUR ULTRASOUND STUDY HAS SHOWN A FOLLICLE SIZE OF 1.8*1.9CM. IT MEANS YOU HAVE A DOMINANT FOLLICLE OF APPROPRIATE SIZE AND YOU ARE LIKELY TO OVULATE IN THIS CYCLE.YOU CAN BE GIVEN AN INJECTION AT THIS TIME FOR A CONFIRMED AND TIMELY OVULATION FOR WHICH YOU CAN CONSULT ORGAN DOCTOR. CONTINUING FOLLICULAR STUDY, URINARY LH KIT CAN PREDICT OVULATION. TIMED INTERCOURSE ON THE DAY AND DAY AFTER OVULATION IS LIKELY TO GIVE POSITIVE RESULTS. GOOD LUCK.","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Michael. I have gone through your query with due attention and would like to offer my opinion as follows:1. The symptoms you have mentioned suggest to me that it is a case of chronic bronchitis.2. Chronic bronchitis is an inflammatory condition of the airways of the lungs. It is caused by irritation or inflammation of the air passages inside the lungs.3. The main cause of chronic bronchitis is smoking.4. The treatment for this condition includes -Avoiding exposure to irritants (smoke), using inhaled corticosteroids,",0.130952380952381
黄体酮和活血化淤先吃哪个？，月经不调，有炎症破皮少，医生给我来了药，黄体酮个活血化淤的药，我应当先吃哪个？还是一同吃？,根据你的叙述，月经不调应当先活血化瘀，然后再吃黄体酮建议按照医生开的药连续服食个疗程，不要间断，看一看情况如何，多歇息妇科病的再次出现严重危害了女性的健康，患者需要有生存中留意救治期间切勿同房。并且留意个人卫生。最后期望女性患者可以获得有效的救治。,"
根据你的叙述，你这种情况，可以同时口服这两种药物，建议你可以同时口服这两种药物。建议你留意歇息，不要加班，始终保持心情舒畅，少吃辛辣刺激性食物，留意防寒，防止着凉。以上是对这个问题的建议，期望对您有帮助，祝您健康！",0.0
外阴-阴道-牙龈综合征的就诊科室是什么？,妇产科；妇科,"
妇科；妇产科",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi there, Thanks for posting in Chat Doctor. Cirrhosis is an irreversible condition. Liver transplantation is the only definitive treatment. The suggestion given by your hepatologist is the right one. Whatever your brother-in-law has suggested is only supportive care to prevent complications of cirrhosis. But unfortunately some of these options like shunt itself would lead to many other complications. Yes fractionated bilirubin not needed. I hope that answers your query. Regards.","
Hello! Welcome and thank you for asking on Chat Doctor! Regarding your concern, I would explain that the presence of a lump in the breast can be due to different causes: benign or malignant lesions, fibroadenoma, cysts, etc. For this reason, I recommend consulting with your attending physician for a physical exam and some tests: - a mammography- a breast ultrasound- a core biopsy (if needed) A fine needle aspiration could also be done. Hope you will find this answer helpful! Kind regards, ",0.11080332409972299
视网膜脱离复发的风险评估因素有些什么？,眼轴长度,"
眼内炎症；手术时间；年龄；术后体位；玻璃体腔积液；术后3个月的视力；术前眼压；手术方式；眼底出血；术中出血量；玻璃体腔积血；术前视力；黄斑裂孔面积；术前眼轴长度；术前眼底情况；术前视网膜厚度；眼底水肿；黄斑裂孔；黄斑区裂孔大小；玻璃体积血；术后并发症；术前眼底状况；术前视网膜复位率；术后1个月的视力；术前眼底病灶情况",0.0
头晕眼花手麻是什么原因？，发病时间不确定，突然之间头晕，然后就是手麻，背部也麻，视力模糊，浑身没劲。,"你好，颈椎病，西医的手术只能取出病变的椎间盘,而不能防治其他的以后就不会发生病变,而中医辨症用药就可以解决这些西医不能解决的问题,可以在治疗的同时防治其他椎体的退变,给患者体质一个修复康复的过程.所以是上等的治疗方法.建议找中医专科大夫为你诊治。颈椎动脉康复汤对本病有很好的效果,可以辨症加减使用的.用中药治好很少复发的.","
你好，引起头晕的原因很多，比如贫血、颈椎病、低血压、美尼尔氏综合征等，建议你去医院查个血常规、颈椎片、脑电图等，明确病因后对症治疗。平时注意休息，不要过度劳累，多喝水，多吃蔬菜水果，补充维生素，少吃辛辣刺激性食物，保持良好的心态。",0.0
严重下腰痛的影像学检查有些什么？,影像学检查；椎间盘造影术；X线片,"
CT扫描；超声检查；MRI平扫；脊柱CT检查；X线片；CT；骨显像；X线平片；核磁共振成像；腰椎正侧位X线片；腰椎MRI平扫；X线平片及MRI；腰椎MRI；腰椎MRI平扫检查；腰椎CT平扫；MRI平扫检查；MRI检查；CT平扫；X线平片和MRI；腰椎CT；X线检查；X线平片和CT；CT检查；腰椎MRI平扫图像；腰椎CT检查；CT平扫",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Palpitations after exercise is normal phenomenon but it's too high or associated with ache its investigation is warranted. So mentioned something irregular beats. Now further you should try measure pulse rate and try to get ECG done during episodes. Alternatively you can get holder attached which will monitor your cardiac activity throughout the day and let us know if any abnormality is there. Also avoid smoking alcohol too much coffee or cola Chat Doctor. ,"
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and can understand what you are going through. It is very common for people to get confused about the difference between asthma and chronic bronchitis. Asthma is an inflammation of the airways which causes wheezing and breathlessness while chronic bronchitis is a condition where there is excess mucus production leading to cough and expectoration. Both these conditions need to be treated with appropriate medications like corticosteroids and bronchodilators. You may also need to take antibiotics if there is any infection present. Hope I am able to",0.14285714285714288
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Precum may enter into vagina unknowingly before ejaculation, and it contains sufficient sperm concentration that cause pregnancy if sex was done in fertile phase of period. You got last period on 12th September, did sex on 4th October. So you did sex in the safe period of cycle if we consider 30 day of cycle. Ovulation will occur at 27th or 28th September, and it will live only for 12 to 24 hours. But you did sex after ovulation so no chance of pregnancy. But you told you have irregular cycle. So if it has sometime long period like 35 days or more than pregnancy is possible. In this case you can take I pill with in 72 hours of pill to prevent unwanted pregnancy. Avoid stress, take healthy diet and Chat Doctor.  Use safe sex practice like condom in future to prevent unwanted pregnancy. Hope this may help you. Contact further if follow up needed. Best regards,","
Hi, Thanks for writing in. The symptoms of coughing and wheezing can be due to asthma or allergy. Since you have been taking inhalers, it is important to know what type of inhaler you are using. There are different types of inhalers and they work differently. Please check with your doctor about what type of inhaler you are using. Also, since you are taking anti-allergy medicines, it is possible that you are having an allergic reaction. This needs to be evaluated by your doctor. You may require tests like skin prick test to find out if you are allergic to any substance. If you are allergic then",0.1267880364109233
"If you are a doctor, please answer the medical questions based on the patient's description.","Thanks for your query, I have gone through your query. The gummy smile can be because of increased width of attached gingival or protruded maxillary and mandibular anterior or front teeth. The gummy smile or appearance of gums on smiling can be corrected by the gum surgery or orthodontic treatment. Consult an oral physician or an orthodontist and take an opinion. I feel you don't need lip reduction surgery. I hope my answer will help you, take care.","
Hi, Thanks for asking the query, I would like to tell you that in case of high blood pressure if it is due to kidney problem then we have to take treatment for kidney disease first and then control blood pressure. So get your serum creatinine level tested and also get the ultrasound scan done of the abdomen to see for any renal mass or stone. Also, check for urine routine and culture. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.  Chat Doctor. ",0.19617306755707273
月经推迟七天白带多腰酸轻微尿频怎么办，月经推迟第七天早上下来测了两道杠有白带腰酸轻微尿频轻微厌食是怀上天数太少测不出的还是妇科病,不知晓你月经周期是多长时间，固定规律吗，如果月经周期固定规律，你现在这种情况早孕试纸测验阴性是可以剔除早孕的。如果白带有异常，尿频有可能是由于炎症打击引来。建议你可以抽血化验血hcg还是比较准确知晓如何怀上的。堪用妇科洗液擦洗外阴，始终保持外阴清洁，不要吃极冷辛辣的食物。此外，男科病患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
根据你叙述的情况来看，你的这种情况建议最好到医院做B超仔细检查，明确一下是不是宫内孕，如果不是的话，就有可能是内分泌失调或者盆腔炎。建议你最好到医院做个B超仔细检查，明确确诊以后再对症救治，如果是宫外孕的话，需要有住院手术救治。以上是对“月经推迟第七天早上下来测了两道杠”这个问题的建议，期望对您有帮助，祝您健康！",0.0
"垂体大腺瘤的治疗方法有哪些，现27，年底28岁
未婚，未生育，之前月经正常，第一次来是12岁，比较规律，每月大概会规律的缩后1个星期，大概5天左右，有少数时候时间长些，最长时可能十天左右，当时吃了我妈泡的解热的中草药，大概从2008年1月左右，到现在2009年8月停经一年半多点，2009年3月（大约，记不太清了）月经来了一点，有来的迹象，后又没有了。",从提供的病史看，垂体催乳素瘤诊断明确，并且较大，有局部压迫的症状出现，要尽早治疗，治疗方案上，先服用溴隐停是首选，可使症状减轻，瘤体缩小，到时再考虑是否手术，或继续服药。个人认为放疗不作为首选，如行放疗，若无效或复发，将失去手术机会，并造成垂体低功，闭经不能生育。因此，可以先用溴隐停，剂量可以大一点，从一片开始加到每天6片，使症状得到控制再减量，用药期间注意低血压和胃肠道反应,"
您好：垂体瘤是一种常见的颅内肿瘤,占全部颅内肿瘤的10%—15%,其中以垂体腺瘤为最多见,约占垂体瘤的70%。根据肿瘤的大小可分为微腺瘤(直径小于1cm)和大腺瘤(直径大于1cm),根据其生长方式分为侵袭性和非侵袭性。根据肿瘤的病理性质分为良性及恶性两大类,大多数为良性肿瘤,少数为恶性肿瘤。本病好发于青壮年,女性多见。主要症状为内分泌功能紊乱和压迫引起的局部症状。治疗",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, I have studied your case with diligence. As per your symptom and history there is possibility of muscle spasm in shoulder or there can be cervical disc compression. Due to compression of this nerve root there is pain associated with it. For these symptoms muscle relaxant with analgesic and neurotrophic medication can be started consulting your treating doctor. Till time take rest and continue analgesic available over the counter take rest, and hot fomentation. Physiotherapy like ultrasound and inferential therapy will give quick relief. You may need to do MRI cervical spine if symptoms persist. I will advise checking your it B12 and it D3 level. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.","
Hi, Thank you for posting your query. I have noted down your symptoms and concerns. Based on the information available, it appears that you may be suffering from a skin allergy, which is causing itching in the arms and legs. It is important to avoid any known triggers such as food or contact with certain substances. You should take antihistamines and apply a cream containing cortisone over twice daily. In addition, you can use a moisturizer regularly. If symptoms persist, please consult your dermatologist. Hope this helps. Please write back if you have any further queries. Wishing you good health, Chat Doctor. Ly/",0.23009512994519318
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；年龄因素；遗传因素；环境因素；职业因素；肺部感染；不良生活方式；空气污染；营养状况；过敏原接触史；病毒感染；吸烟史；饮酒史；职业性有害物质接触史；呼吸道感染；吸烟史及职业暴露史；病毒；肥胖；吸烟史、饮酒史；病毒感染史；遗传；病毒感染和细菌感染；病毒感染及细菌感染；吸烟；慢性气道炎症；慢性支气管炎；慢性肺疾病；病毒感染与细菌感染；长期吸烟史；感染；病毒感染和细菌感染史；吸烟史、饮酒史及职业暴露史；吸烟史",0.0
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
枕骨大孔区；颅后窝；枕骨大孔区枕骨鳞部；枕骨大孔区枕骨鳞部外侧；枕骨大孔区枕骨鳞部内侧；枕骨大孔区枕骨鳞部内；枕骨大孔区枕骨鳞部外；枕骨大孔区枕骨鳞部",0.0
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
抗感染；营养支持；局部用药；全身用药；抗病毒；营养神经；局部用抗生素；抗真菌；局部应用抗生素；眼部护理；全身应用抗生素；控制眼压；加强全身支持；积极控制眼压；及时有效的治疗；综合护理干预；加强全身支持治疗；积极抗炎、抗病毒治疗；抗真菌药物；抗病毒药物；加强营养支持；抗真菌药；全身抗感染治疗；抗感染治疗；眼部护理措施；抗病毒治疗；眼部护理方法；眼部护理方式；营养支持治疗；眼部护理干预；营养支持疗法；眼部护理",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hello! Welcome and thank you for asking on Chat Doctor! I understand your concern and would explain that your symptoms could be related to a possible viral upper respiratory tract infection or to an anxiety disorder. For this reason, I recommend consulting with your GP for a careful physical exam and some tests: -a blood count (to exclude any possible infection)-PCR, ESR for inflammation- liver and kidney function tests-for a possible throat infection-thyroid hormone levels for thyroid gland dysfunction- vitamin D plasma levels for possible deficiency. You should also try to avoid stress as much as possible, as it can worsen your symptoms. Hope to have been",0.14679715302491103
