instruction,reference,generated,cosine_similarity
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your concern. If I am your doctor I suggest you that you will lose your nail. But pressure from blood in the close compartment can cause gangrene. I advise you should visit nearby doctor and get your self Chat Doctor.  Usually gangrene won't appears in all cases. I will be happy to answer your further concerned can contact me. Chat Doctor. Infectious disease specialist. Thank you.","
Hi, I have gone through your query and understand your concern. You seem to be suffering from anxiety related symptoms. This can be due to stress or depression. It is important for you to consult a psychologist who will help you with counseling sessions. In addition, you may also need medication like anxiolytic. However, this should be taken under supervision of a psychiatrist only. Hope this helps. Please write back for further queries. Wishing you good health. Chat Doctor. ",0.9158825874328613
和老公同房后阴道深处有很多小红疙瘩痒疼怎么回，无,考虑是有阴道炎的可能，建议你可以口服氧氟沙星、替硝唑胶囊，外用高猛酸钾或洁尔阴溶液清洗局部，然后再用甲硝唑泡滕片塞阴治疗即可，用药其间注意个人卫生，禁止同房，并定期复查。,"
考虑是外阴炎的可能，建议用高锰酸钾溶液坐浴，然后局部涂抹百多邦或红霉素软膏，口服阿莫西林克拉维酸钾、甲硝唑等药物治疗。平时注意个人卫生，保持外阴清洁干燥，勤换内裤，饮食宜清淡，忌辛辣刺激食物。",0.986734926700592
"If you are a doctor, please answer the medical questions based on the patient's description.","Helots biopsy of gland in known as tubercular lymphadenitis i.e. enlargement of lymph gland was mycobacterium tubercular bacilli. As you mentioned that she took complete anti-tubercular treatment. But at present need not worry, however reduced weight is cause of concern. Another reason is loss of appetite. So get in PCR tuberculin test for tuberculosis confirmation. And also get in blood culture and Chat Doctor. Since she is also having loss of weight and loss of appetite, so consultation with a specialist is important. Good luck.","
Hello, Welcome to Chat Doctor.  You seem to have a skin infection. I would suggest you to visit a dermatologist for proper examination and treatment. In the meantime, you can take an antibiotic like Amoxicillin 500 mg three times daily or Clindamycin 150 mg three times daily. Take antihistamines like Cetirizine daily. Apply clindamycin ointment over twice daily. Avoid soap bath. Hope this helps you. Regards. ",0.8854223489761353
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello have gone through your question and understand your concern. Presence of bruise is suggestive of internal bleeding underneath the skin or subcutaneous tissue. It may or may not be related to your previous cancer history, but caution is the word. Fix an appointment with your treating doctor at the earliest as various diagnostic tests have to be conducted to find out the cause and initiate the treatment. Good luck. Hope your concern is answered. Thank you.","
Hi and welcome to Chat Doctor.  Thank you for your query. I have gone through your query in detail. You may be suffering from anxiety disorder. Anxiety disorders are common mental health problems. They can affect people of all ages, but they usually begin during childhood or adolescence. There are several different types of anxiety disorders, including: - Generalized anxiety disorder - Social anxiety disorder - Panic disorder - Specific phobias - Separation anxiety disorder - Obsessive-compulsive disorder (OCD) - Post-traumatic stress disorder (PTSD) - It is important to note that anxiety disorders are treatable. Medications such as antidepress",0.7506173849105835
"If you are a doctor, please answer the medical questions based on the patient's description.","HiT hanks for posting on ChatDoctorSorry to reply to your query late. Hope you are ok by now. Will still like to reply your query if it may still help you. Any of the 2 diagnosis from both Doctor could be correct. However, unless I examine you I may not know with certainty what could be the problem. Being treated for H pylori may not stop your symptoms immediately. Healing is progressive and this is why you had to go on an anti-reflux/anti-secretory for some weeks again after your antibiotherapy. If I were your treating Doctor, I will, would have treated as follows:-Antibiotherapy for 14 days-Anti-secretory like omeprazole for 21 to 28 days-Antacid like maalox-Counseling on home measure to prevent gastritis/Verdi symptoms do not improve, I send you to a Astrologist for examination and a microscopy or endoscopy. If you are still struggling with your symptoms, I will advise you see a Astrologist for evaluation and better management. Hope this will help Best regards","
Hi, I have gone through your query and understand your concern. The pain in the left arm is due to muscle spasm or strain. This can be treated by taking rest and using hot water bag over the affected area. You may also take painkillers like paracetamol. If this does not relieve, then it could be due to heart problem, so get an ECG done. I hope my advice would have been helpful. Thanks for choosing Chat Doctor for your query. Wishing you an early recovery. Regards.  Chat Doctor.  S. B. Rana MD General Medicine (Post Graduate) MRCGP",0.8786171674728394
"If you are a doctor, please answer the medical questions based on the patient's description.","I recommend taking Fluconazole (Diflucan) to treat the yeast infection. Additionally, you can use Nystatin Topical Product, Clotrimazole Topical, Miconazole Topical Product, Terconazole Topical, Betamethasone-Clotrimazole Topical, Butoconazole Topical, or Zinc Oxide Topical to relieve the symptoms. If you are also experiencing pain during intercourse, then you can take Pentosan Polysulphate Sodium (Elmiron). Lastly, I recommend taking a hormonal birth control pill such as Ortho Cyclen or Portia to prevent future yeast infections.","
Hi, dairy have gone through your question. I can understand your concern. You may have some kind of allergy or allergic reaction.  It is very difficult to say what exactly it is without seeing.  You should take antihistamines and anti-inflammatory Chat Doctor.  If there will be any pus formation then you should consult your doctor and go for antibiotic treatment. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health.",0.7597638368606567
G69-PD缺乏，咳嗽可以吃什么药，全部症状:感冒咳嗽，鼻塞。其它都正常发病时间及原因:可能开空调着冷，今天开始治疗情况:没有想要得到的帮助:可以吃些什么药，列如冲剂,G6PD缺乏症，又称蚕豆病，是一种先天性葡萄糖六磷酸脱氢酶缺乏，由于戊糖代谢途径受限，用药不注意或是食用蚕豆等，可以发生溶血，严重者危及生命。本病患者禁用磺胺嘧啶、SMZ、SMZ—TMP、磺胺吡啶、磺胺乙酰、呋喃旦啶、呋喃唑酮（痢特灵）、呋喃西林、蚕豆（胡豆）、珍珠粉、美蓝、奈（不接触臭丸）等。小柴胡颗粒、藿香正气丸、抗病毒口服液等可以应用。现宝宝感冒了，请在儿科医生指导下应用抗病毒口服液治疗。,"
你好，这种情况考虑是上呼吸道感染引起的，建议口服阿奇霉素分散片和双黄连口服液治疗，多喝水，注意休息，忌辛辣食物。如果严重的话需要静脉点滴抗生素治疗的。",0.9547775983810425
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Your seizure 2 years ago was probably a temporary abnormal electrical activity of the brain. To prevent it from affecting the body further you were started on anti-seizure medicine.  Now since you did not have any further episode, recent studies have shown that medications can be reduced in a stepwise manner.  This is possible only if MRI and EEG are normal, which is the same for your case. So I concur with your doctor and would advise on tapering the dose based on his advice. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. ","
Hello, Welcome to Chat Doctor, I have gone through your query and understand your concern. The symptoms of fever with vomiting and abdominal pain may be due to enteric fever or urinary tract infection. Enteric fever is usually caused by typhoid and paratyphoid fever. Typhoid is caused by bacteria called Salmonella typhi. Paratyphoid is caused by Salmonella paratyphi A, B, C. The diagnosis can be confirmed by blood culture and sensitivity test. You should consult your doctor for proper evaluation and treatment. Thank you. ",0.9391992092132568
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello friend, Your question is very important -= why am I having so many problems with my body? This cannot be answered in the way you searched. You are over weight. You get bruised easily. Furthermore, you feel pain more than reasonable. Feels dizzy. You explain everything as because of anemia. There you are wrong. Then naturally you say: I am taking Iron tabs regularly as if iron will take care of your anemia. You are lost to find reasons for your sickness. Conventional medicine cannot answer your question. I am a Homeopath and in Homeopathy we have answer for your questions, but it cannot be given through this forum. Your case has to be studied in detail. Your parents' history, their disease tendencies, your intrauterine life, your past history, treatment history etc. become important. While taking your case in detail we will concentrate on your genetic constitutional dispositions to find out your remedy. This can be done by a very detailed case taking and analysis by an expert Homeopathic physician. Therefore, my advice to you as a young friend is to tell your parents to take you to an expert Homeopath who can help you to make you free from several physical ailments you are suffering, and you will suffer in future if not taken a corrective treatment at the earliest. Your letter does not at all give any details about your mental makeup which is very important for a Homeopath to reach at the right remedy. With best wishes for speedy cure through Homeopathy,","
Hi, Thanks for writing in. I understand your concerns. There is no need to worry about this. The swelling and redness are due to inflammation of the muscles and tissues around the shoulder. This is because of the injury that you have had and it will take some time to heal. Please do not apply ice or hot water bottle over the area as it can make the swelling worse. You can take anti-inflammatory medications like ibuprofen. If you are not able to move your shoulder then please consult an orthopedic surgeon. Do not force yourself to move the shoulder. Apply heat packs to the shoulder region. Please do not lift",0.8660902976989746
有关于商环包皮环切手术后的几个问题，医生做过，无,你好，包茎手术比较简单，一般情况下当地男科医院都可以开展，做好卫生及抗炎护理，避免感染。两周后拆线即可。,"
你好，你的情况属于包皮过长，需要做包皮环切术治疗。建议去正规医院泌尿外科检查一下，确定后做包皮环切术治疗即可。祝你健康！ ",0.9804732203483582
"If you are a doctor, please answer the medical questions based on the patient's description.","HELL OIT IS A Favorable FINDING THAT YOUR ULTRASOUND STUDY HAS SHOWN A FOLLICLE SIZE OF 1.8*1.9CM. IT MEANS YOU HAVE A DOMINANT FOLLICLE OF APPROPRIATE SIZE AND YOU ARE LIKELY TO OVULATE IN THIS CYCLE.YOU CAN BE GIVEN AN INJECTION AT THIS TIME FOR A CONFIRMED AND TIMELY OVULATION FOR WHICH YOU CAN CONSULT ORGAN DOCTOR. CONTINUING FOLLICULAR STUDY, URINARY LH KIT CAN PREDICT OVULATION. TIMED INTERCOURSE ON THE DAY AND DAY AFTER OVULATION IS LIKELY TO GIVE POSITIVE RESULTS. GOOD LUCK.","
Hi, Thanks for your query. I read your query and understand your concerns. You are right to be concerned about the possibility of cancer. However, there is no evidence that this is cancer. Most likely it is a skin lesion, which can be treated with minor surgery. The best thing would be to get it examined by a dermatologist. They will be able to tell if it is cancer or not. If it is cancer then they can treat it. If it is not cancer then they can remove it. Hope this helps. Regards. ",0.8836934566497803
黄体酮和活血化淤先吃哪个？，月经不调，有炎症破皮少，医生给我来了药，黄体酮个活血化淤的药，我应当先吃哪个？还是一同吃？,根据你的叙述，月经不调应当先活血化瘀，然后再吃黄体酮建议按照医生开的药连续服食个疗程，不要间断，看一看情况如何，多歇息妇科病的再次出现严重危害了女性的健康，患者需要有生存中留意救治期间切勿同房。并且留意个人卫生。最后期望女性患者可以获得有效的救治。,"
根据你的叙述，这种情况可以先吃活血化瘀的药物。建议你不要忧心，先吃活血化瘀的药物，如果效果不好再用黄体酮治疗效果会更好许多。平时留意歇息，不要熬夜，始终保持心情舒畅，饮食要清淡易消化。以上是对这个问题的建议，期望对您有帮助，祝您身体早日恢复健康！",0.9851111173629761
外阴-阴道-牙龈综合征的就诊科室是什么？,妇产科；妇科,"
妇科；妇产科",0.9999999403953552
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi there, Thanks for posting in Chat Doctor. Cirrhosis is an irreversible condition. Liver transplantation is the only definitive treatment. The suggestion given by your hepatologist is the right one. Whatever your brother-in-law has suggested is only supportive care to prevent complications of cirrhosis. But unfortunately some of these options like shunt itself would lead to many other complications. Yes fractionated bilirubin not needed. I hope that answers your query. Regards.","
Hi, Welcome to Chat Doctor.  Thanks for choosing Chat Doctor. I have gone through your query and here is my advice. If your blood pressure was 130/86 and after taking the medication it has come down to 127/84, then it is still high. As per the latest guidelines of hypertension treatment, a BP of 130/86 mm Hg is considered as stage 1 hypertension. This requires a combination of two medicines, one from ACE inhibitors and other from calcium channel blockers or beta blockers. So, you need to consult a physician for this. You should take",0.88796466588974
视网膜脱离复发的风险评估因素有些什么？,眼轴长度,"
吸烟；年龄；性别；糖尿病史；玻璃体混浊程度；眼内手术次数；高血压病史；眼底出血史；糖尿病史和眼底出血史；高度近视；玻璃体积血；吸烟史；高龄；糖尿病；青光眼史；眼内手术次数多；高度近视眼；玻璃体混浊；青光眼史、糖尿病史；眼内手术次数多、玻璃体混浊；糖尿病史；高血压病史、糖尿病史；糖尿病史、高血压病史；糖尿病史、高血压病史、青光眼史；青光眼史；糖尿病史、",0.8270465135574341
头晕眼花手麻是什么原因？，发病时间不确定，突然之间头晕，然后就是手麻，背部也麻，视力模糊，浑身没劲。,"你好，颈椎病，西医的手术只能取出病变的椎间盘,而不能防治其他的以后就不会发生病变,而中医辨症用药就可以解决这些西医不能解决的问题,可以在治疗的同时防治其他椎体的退变,给患者体质一个修复康复的过程.所以是上等的治疗方法.建议找中医专科大夫为你诊治。颈椎动脉康复汤对本病有很好的效果,可以辨症加减使用的.用中药治好很少复发的.","
你好，引起头昏的病因很多，如脑血管疾病、神经衰弱、颈椎病、美尼尔氏综合征等都可引起。建议到医院做进一步检查，明确诊断后对症治疗。平时注意休息，避免熬夜，保持心情舒畅，不要有太大的压力，适当锻炼身体增强体质。",0.713004469871521
严重下腰痛的影像学检查有些什么？,影像学检查；椎间盘造影术；X线片,"
脊柱X线平片；MRI检查；CT扫描；腰椎X线片；磁共振成像(MRI)检查；MRI；腰椎正侧位X线片；骨盆CT检查；腰椎MRI；腰椎X线；腰椎MRI检查；核磁共振检查；腰椎CT检查；腰椎MR；脊柱MRI；腰椎正侧位X线片检查；腰椎X线检查；腰椎MRI检查及CT扫描；腰椎CT；腰椎MRI检查；腰椎MRI扫描；腰椎X线平片；腰椎CT、MRI检查；",0.8479995131492615
"If you are a doctor, please answer the medical questions based on the patient's description.",Palpitations after exercise is normal phenomenon but it's too high or associated with ache its investigation is warranted. So mentioned something irregular beats. Now further you should try measure pulse rate and try to get ECG done during episodes. Alternatively you can get holder attached which will monitor your cardiac activity throughout the day and let us know if any abnormality is there. Also avoid smoking alcohol too much coffee or cola Chat Doctor. ,"
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. It seems like you are having symptoms of chronic bronchitis. Chronic bronchitis is characterized by persistent coughing with sputum production for more than three months. The symptoms usually get worse during winter or after infections. The treatment includes using antibiotics, antihistamines, bronchodilators and sometimes corticosteroids. Hope I am able to answer your concerns. If you have any further query, I would be glad to help you. In future if you wish to contact",0.7848024368286133
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Precum may enter into vagina unknowingly before ejaculation, and it contains sufficient sperm concentration that cause pregnancy if sex was done in fertile phase of period. You got last period on 12th September, did sex on 4th October. So you did sex in the safe period of cycle if we consider 30 day of cycle. Ovulation will occur at 27th or 28th September, and it will live only for 12 to 24 hours. But you did sex after ovulation so no chance of pregnancy. But you told you have irregular cycle. So if it has sometime long period like 35 days or more than pregnancy is possible. In this case you can take I pill with in 72 hours of pill to prevent unwanted pregnancy. Avoid stress, take healthy diet and Chat Doctor.  Use safe sex practice like condom in future to prevent unwanted pregnancy. Hope this may help you. Contact further if follow up needed. Best regards,","
Hi, Thanks for your query. After reading your query I came to know that you have developed pain in left side of lower back after liftinging heavy weight. It could be due to muscular strain or disc prolapse.  You need to get MRI scan done to confirm the diagnosis. If it is due to disc prolapse then you will need surgical intervention. But if it is due to muscular strain then you can take muscle relaxant and analgesic and do physiotherapy. You can also use hot water pad over the area. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate",0.8633826971054077
"If you are a doctor, please answer the medical questions based on the patient's description.","Thanks for your query, I have gone through your query. The gummy smile can be because of increased width of attached gingival or protruded maxillary and mandibular anterior or front teeth. The gummy smile or appearance of gums on smiling can be corrected by the gum surgery or orthodontic treatment. Consult an oral physician or an orthodontist and take an opinion. I feel you don't need lip reduction surgery. I hope my answer will help you, take care.","
Hello, You can take the antihistamines like cetirizine and montelukast for relief from symptoms of cough, sneezing, runny nose, etc.  Also, you can use an inhaler with corticosteroids",0.8513112664222717
月经推迟七天白带多腰酸轻微尿频怎么办，月经推迟第七天早上下来测了两道杠有白带腰酸轻微尿频轻微厌食是怀上天数太少测不出的还是妇科病,不知晓你月经周期是多长时间，固定规律吗，如果月经周期固定规律，你现在这种情况早孕试纸测验阴性是可以剔除早孕的。如果白带有异常，尿频有可能是由于炎症打击引来。建议你可以抽血化验血hcg还是比较准确知晓如何怀上的。堪用妇科洗液擦洗外阴，始终保持外阴清洁，不要吃极冷辛辣的食物。此外，男科病患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
根据你叙述的情况来看，你的这种情况有可能是早孕的表现出。建议你一周后到医院做血hcg和彩超仔细检查确认是否怀孕，如果没怀孕的话，那么考虑是妇科炎症引来的症状，需要有去医院做个白带常规仔细检查，明确确诊后再对症救治。妇科病是一种容易病发的妇科疾病，在用药期间，女性需要有看重自身的护理，尤其是护理方面，建议患者多留意始终保持外阴清洁，勤换内裤，最后祝女性患者可以尽快康复！",0.9888167977333069
"垂体大腺瘤的治疗方法有哪些，现27，年底28岁
未婚，未生育，之前月经正常，第一次来是12岁，比较规律，每月大概会规律的缩后1个星期，大概5天左右，有少数时候时间长些，最长时可能十天左右，当时吃了我妈泡的解热的中草药，大概从2008年1月左右，到现在2009年8月停经一年半多点，2009年3月（大约，记不太清了）月经来了一点，有来的迹象，后又没有了。",从提供的病史看，垂体催乳素瘤诊断明确，并且较大，有局部压迫的症状出现，要尽早治疗，治疗方案上，先服用溴隐停是首选，可使症状减轻，瘤体缩小，到时再考虑是否手术，或继续服药。个人认为放疗不作为首选，如行放疗，若无效或复发，将失去手术机会，并造成垂体低功，闭经不能生育。因此，可以先用溴隐停，剂量可以大一点，从一片开始加到每天6片，使症状得到控制再减量，用药期间注意低血压和胃肠道反应,"
垂体腺瘤是一种常见的颅内肿瘤,其发病率仅次于脑胶质瘤和颅咽管瘤。垂体腺瘤主要分为无功能腺瘤、泌乳素腺瘤、生长激素腺瘤、促肾上腺皮质激素腺瘤、促甲状腺激素腺瘤、催产素腺瘤及混合性腺瘤等。治疗原则：手术切除；药物治疗；放疗；中医中药综合治疗。
意见建议：建议采用传统中药治疗效果好,见效快,中药能有效控制病情,能标本兼治,避免开刀手术之苦,减轻病人经济负担。建议",0.9009339213371277
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, I have studied your case with diligence. As per your symptom and history there is possibility of muscle spasm in shoulder or there can be cervical disc compression. Due to compression of this nerve root there is pain associated with it. For these symptoms muscle relaxant with analgesic and neurotrophic medication can be started consulting your treating doctor. Till time take rest and continue analgesic available over the counter take rest, and hot fomentation. Physiotherapy like ultrasound and inferential therapy will give quick relief. You may need to do MRI cervical spine if symptoms persist. I will advise checking your it B12 and it D3 level. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.","
Hi, dairy have gone through your question. I can understand your concern. You may have some musculoskeletal pain or some muscular spasm.  It is not related to kidney stone.  You should go for x-ray of spine and MRI if needed.  Then you should take appropriate treatment accordingly. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health.",0.9489116072654724
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；病毒感染；吸烟史；长期吸烟；感染；呼吸道病毒；肺部感染；吸烟史、饮酒史和职业暴露；病毒感染、吸烟；吸烟；职业暴露；吸烟、饮酒史；吸烟史；饮酒史；吸烟史及饮酒史；吸烟及饮酒史；吸烟史和饮酒史；吸烟、饮酒史；吸烟、饮酒史和职业暴露；吸烟、饮酒史及职业暴露；吸烟史和饮酒史；吸烟史及职业暴露；吸烟、饮酒史及职业暴露史；吸烟、饮酒史、职业暴露；吸烟史及饮酒史；吸烟、饮酒史、职业暴露",0.8362134695053101
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
后颅凹；枕叶；小脑半球；小脑蚓部；枕骨大孔区；中颅窝；小脑；小脑幕上；延髓；小脑半球、小脑幕；小脑幕；小脑镰；小脑蚓部及小脑半球；小脑蚓部和小脑半球；小脑幕和小脑半球；小脑半球及小脑幕；小脑半球及小脑幕上；小脑幕下；小脑幕；小脑半球；小脑幕和小脑半球；小脑",0.911832869052887
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
护理干预；抗病毒药物治疗；心理护理；眼部护理；常规护理干预；健康教育；综合护理干预；营养支持；心理疏导；常规护理；局部用药护理；眼部护理措施；眼部护理方法；眼部护理方法的护理；抗真菌药物治疗；眼部护理方法的护理干预；眼部护理方法的护理措施；眼部护理方法的护理方式；眼部护理方法的护理模式；眼部护理方法的护理方案；眼部护理方法的护理程序；眼部护理方法的护理手段；眼部护理方法的护理办法；眼部护理方法的护理策略；眼部护理方法的护理路径；",0.81315016746521
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hi, Thank you for asking question on Chat Doctor. I went through your history and would like to make suggestions for your treatment as follows:1. Since you have pain in lower back which is relieved by hot water bag application, it could be due to musculoskeletal pain.2. You can take anti-inflammatory Chat Doctor.  Also take analgesic like paracetamol.3. Apply diclofenac gel or ointment over affected area.4. Perform simple exercises like neck rotation, shoulder shrug, arm flexion and extension etc.5. Avoid long hours of standing or sitting. Hope above suggestions will",0.8644118309020996
