instruction,reference,generated,cosine_similarity
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your concern. If I am your doctor I suggest you that you will lose your nail. But pressure from blood in the close compartment can cause gangrene. I advise you should visit nearby doctor and get your self Chat Doctor.  Usually gangrene won't appears in all cases. I will be happy to answer your further concerned can contact me. Chat Doctor. Infectious disease specialist. Thank you.","
Hello, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you. Yes, it is possible for cancer to spread to lymph nodes in the neck area from other areas of the body. This is known as metastasis. Metastasis occurs when cancer cells break away from the original tumor and travel through the bloodstream or lymphatic system to other parts of the body. The most common sites of metastasis from head and neck cancers are the lungs and liver. But it can also happen in the lymph",0.7938713431358337
和老公同房后阴道深处有很多小红疙瘩痒疼怎么回，无,考虑是有阴道炎的可能，建议你可以口服氧氟沙星、替硝唑胶囊，外用高猛酸钾或洁尔阴溶液清洗局部，然后再用甲硝唑泡滕片塞阴治疗即可，用药其间注意个人卫生，禁止同房，并定期复查。,"
你好，根据你的描述，这种情况考虑一般你的情况是霉菌性阴道炎的症状，建议你可以用洁尔阴洗液清洗外阴，然后涂抹硝酸咪康唑栓治疗。平时注意会阴部的卫生，勤换内衣，不要吃辛辣刺激的食物，祝你早日康复。 ，妇科疾病的出现不仅仅会影响妇女的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。rollers�",0.9016280174255371
"If you are a doctor, please answer the medical questions based on the patient's description.","Helots biopsy of gland in known as tubercular lymphadenitis i.e. enlargement of lymph gland was mycobacterium tubercular bacilli. As you mentioned that she took complete anti-tubercular treatment. But at present need not worry, however reduced weight is cause of concern. Another reason is loss of appetite. So get in PCR tuberculin test for tuberculosis confirmation. And also get in blood culture and Chat Doctor. Since she is also having loss of weight and loss of appetite, so consultation with a specialist is important. Good luck.","
Hi, I have gone through your question and understand your concern. You may have got an injury during sexual intercourse. If you feel pain in your lower abdomen or back, you should get yourself examined by a urologist. You may need to take antibiotics to prevent infection. Also, avoid sex until the pain subsides. Take care.  Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Chat Doctor.  V. Anand, MD (Pediatrics)  Associate Professor of",0.794008195400238
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello have gone through your question and understand your concern. Presence of bruise is suggestive of internal bleeding underneath the skin or subcutaneous tissue. It may or may not be related to your previous cancer history, but caution is the word. Fix an appointment with your treating doctor at the earliest as various diagnostic tests have to be conducted to find out the cause and initiate the treatment. Good luck. Hope your concern is answered. Thank you.","
Hi there! I'm here to help with your health concerns. It sounds like you're dealing with some discomfort and swelling in your leg. Let me gather some more details to provide you with better advice. Could you tell me if the swelling is located above or below the knee? Also, do you experience any pain or burning sensation along with the swelling? And, how long has this been going on? Thanks for sharing more information about your symptoms so we can figure out what might be happening. In the meantime, it would be good to avoid standing or sitting for too long without moving around. This can help improve circulation and reduce swelling.",0.878312349319458
"If you are a doctor, please answer the medical questions based on the patient's description.","HiT hanks for posting on ChatDoctorSorry to reply to your query late. Hope you are ok by now. Will still like to reply your query if it may still help you. Any of the 2 diagnosis from both Doctor could be correct. However, unless I examine you I may not know with certainty what could be the problem. Being treated for H pylori may not stop your symptoms immediately. Healing is progressive and this is why you had to go on an anti-reflux/anti-secretory for some weeks again after your antibiotherapy. If I were your treating Doctor, I will, would have treated as follows:-Antibiotherapy for 14 days-Anti-secretory like omeprazole for 21 to 28 days-Antacid like maalox-Counseling on home measure to prevent gastritis/Verdi symptoms do not improve, I send you to a Astrologist for examination and a microscopy or endoscopy. If you are still struggling with your symptoms, I will advise you see a Astrologist for evaluation and better management. Hope this will help Best regards","
Hello dear, I understand your concern. In my opinion the pain in left arm can be due to cardiac cause or musculoskeletal problem. It is very difficult to diagnose the exact cause without any examination. So better to consult physician once and get done ECG, 2 test to rule out cardiac cause. If both these tests are normal then no need to worry about heart diseases. Sometimes musculoskeletal problem also cause similar symptoms. So better to consult orthopedic surgeon for detailed clinical examination. Avoid stress, tension, anxiety and fatigue. Hope this helps you. Wishing you good health. Chat Doctor.  V. Anand",0.864726722240448
"If you are a doctor, please answer the medical questions based on the patient's description.","I recommend taking Fluconazole (Diflucan) to treat the yeast infection. Additionally, you can use Nystatin Topical Product, Clotrimazole Topical, Miconazole Topical Product, Terconazole Topical, Betamethasone-Clotrimazole Topical, Butoconazole Topical, or Zinc Oxide Topical to relieve the symptoms. If you are also experiencing pain during intercourse, then you can take Pentosan Polysulphate Sodium (Elmiron). Lastly, I recommend taking a hormonal birth control pill such as Ortho Cyclen or Portia to prevent future yeast infections.","
Hi, Thanks for writing in. It is possible that your son may have developed allergic reactions to certain foods or medications. This can happen at any age and is called as allergic rhinitis. Since it is spring time there may be increased pollen count which might also be causing his symptoms. If he has been having fever then it could be due to viral illness. You can take him to an ENT specialist who will examine him clinically and do tests like blood tests for allergies if required. Please give him plenty of fluids and rest. He needs to avoid exposure to allergens if possible. Medications like anti histamines and decongestants",0.782005786895752
G69-PD缺乏，咳嗽可以吃什么药，全部症状:感冒咳嗽，鼻塞。其它都正常发病时间及原因:可能开空调着冷，今天开始治疗情况:没有想要得到的帮助:可以吃些什么药，列如冲剂,G6PD缺乏症，又称蚕豆病，是一种先天性葡萄糖六磷酸脱氢酶缺乏，由于戊糖代谢途径受限，用药不注意或是食用蚕豆等，可以发生溶血，严重者危及生命。本病患者禁用磺胺嘧啶、SMZ、SMZ—TMP、磺胺吡啶、磺胺乙酰、呋喃旦啶、呋喃唑酮（痢特灵）、呋喃西林、蚕豆（胡豆）、珍珠粉、美蓝、奈（不接触臭丸）等。小柴胡颗粒、藿香正气丸、抗病毒口服液等可以应用。现宝宝感冒了，请在儿科医生指导下应用抗病毒口服液治疗。,"
你好，根据你的描述，考虑是支气管炎引起的，建议你服用止咳糖浆和阿奇霉素分散片进行治疗，多喝水，忌辛辣食物，祝早日康复！，对于呼吸系统感染疾病的出现，患者朋友们应该做到积极对治疗，因为早期的呼吸系统感染是容易得到控制的。患者们不要错过治疗的好时机。希望以上回答可以帮助到大家。",0.9773963689804077
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Your seizure 2 years ago was probably a temporary abnormal electrical activity of the brain. To prevent it from affecting the body further you were started on anti-seizure medicine.  Now since you did not have any further episode, recent studies have shown that medications can be reduced in a stepwise manner.  This is possible only if MRI and EEG are normal, which is the same for your case. So I concur with your doctor and would advise on tapering the dose based on his advice. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor. ","
Hello dear, I understand your concern. In my opinion the pain in the abdomen is due to inflammation of the stomach and the esophagus. The symptoms of burning sensation in the chest after eating and also the vomiting of food are suggestive of peptic ulcer disease. And the abdominal pain can be related to gastritis or peptic ulcer disease. I would suggest you to consult a physician for proper evaluation and treatment. He may order some investigations like stool examination for occult blood, ultrasound of abdomen, upper GI endoscopy etc. The treatment depends upon the diagnosis. So better to consult a physician and get evaluated first. Hope I have answered",0.8986817598342896
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello friend, Your question is very important -= why am I having so many problems with my body? This cannot be answered in the way you searched. You are over weight. You get bruised easily. Furthermore, you feel pain more than reasonable. Feels dizzy. You explain everything as because of anemia. There you are wrong. Then naturally you say: I am taking Iron tabs regularly as if iron will take care of your anemia. You are lost to find reasons for your sickness. Conventional medicine cannot answer your question. I am a Homeopath and in Homeopathy we have answer for your questions, but it cannot be given through this forum. Your case has to be studied in detail. Your parents' history, their disease tendencies, your intrauterine life, your past history, treatment history etc. become important. While taking your case in detail we will concentrate on your genetic constitutional dispositions to find out your remedy. This can be done by a very detailed case taking and analysis by an expert Homeopathic physician. Therefore, my advice to you as a young friend is to tell your parents to take you to an expert Homeopath who can help you to make you free from several physical ailments you are suffering, and you will suffer in future if not taken a corrective treatment at the earliest. Your letter does not at all give any details about your mental makeup which is very important for a Homeopath to reach at the right remedy. With best wishes for speedy cure through Homeopathy,","
Hello! I understand your concern. The symptoms you have described can be due to a number of different conditions. Since you mention that you have had a recent injury, it is possible that you may have an injury to the muscle in your shoulder or arm. It is also possible that you may have a sprain or strain in the muscles around your shoulder and arm. This could be due to over using these muscles improperly during exercise or other activities. Another possibility is that you may have an infection in the tissues surrounding your shoulder and arm. If this is the case, you may need to see a doctor for antibiotics. You should consider seeing a",0.8442564606666565
有关于商环包皮环切手术后的几个问题，医生做过，无,你好，包茎手术比较简单，一般情况下当地男科医院都可以开展，做好卫生及抗炎护理，避免感染。两周后拆线即可。,"
您好：术后要保持局部清洁卫生，预防感染。建议您到医院检查一下，根据具体情况采取相应的治疗措施。平时要注意个人卫生，勤换洗内裤，饮食上不要吃辛辣刺激性食物。祝健康！  ，男科疾病的出现不仅仅会影响患者的身体，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时注意饮食的调理，清淡容易消化的食物，不可以吃辛辣刺激生冷的食物。  ，除了及时治疗男科病外，患者朋友应当保持愉快的心态去面对疾病，只有这样才能提高患者的",0.9275677800178528
"If you are a doctor, please answer the medical questions based on the patient's description.","HELL OIT IS A Favorable FINDING THAT YOUR ULTRASOUND STUDY HAS SHOWN A FOLLICLE SIZE OF 1.8*1.9CM. IT MEANS YOU HAVE A DOMINANT FOLLICLE OF APPROPRIATE SIZE AND YOU ARE LIKELY TO OVULATE IN THIS CYCLE.YOU CAN BE GIVEN AN INJECTION AT THIS TIME FOR A CONFIRMED AND TIMELY OVULATION FOR WHICH YOU CAN CONSULT ORGAN DOCTOR. CONTINUING FOLLICULAR STUDY, URINARY LH KIT CAN PREDICT OVULATION. TIMED INTERCOURSE ON THE DAY AND DAY AFTER OVULATION IS LIKELY TO GIVE POSITIVE RESULTS. GOOD LUCK.","
Hi there! I'm here to help with your health concerns. It sounds like you're experiencing some symptoms that could be related to heart issues or other conditions. Can you tell me more about what you're feeling? For example, do you have chest pain, shortness of breath, dizziness, or any other symptoms? Also, how long has this been going on, and did anything specific trigger these feelings? It's important to note that I can't provide a diagnosis, but I can offer some general advice based on what you've described. Please feel free to share more details so we can discuss further. Thank you for reaching out",0.8206122517585754
黄体酮和活血化淤先吃哪个？，月经不调，有炎症破皮少，医生给我来了药，黄体酮个活血化淤的药，我应当先吃哪个？还是一同吃？,根据你的叙述，月经不调应当先活血化瘀，然后再吃黄体酮建议按照医生开的药连续服食个疗程，不要间断，看一看情况如何，多歇息妇科病的再次出现严重危害了女性的健康，患者需要有生存中留意救治期间切勿同房。并且留意个人卫生。最后期望女性患者可以获得有效的救治。,"
你的情况考虑是月经不调。建议你平时注意个人卫生，勤换内衣裤，少吃极冷辛辣刺激性食物，口服黄体酮胶囊，互相配合妇科千金片治疗，一般口服7-10天为一个疗程。黄体酮和活血化淤的药物可以一同吃的，但是最好间隔半小时到一小时。在治疗期间防止同房，不要吃辛辣刺激性的食物，不要加班，多喝水。期望我的解释对你有帮助。祝你早日恢复健康！除了及时救治妇科病外，患者朋友理应始终保持愉快的心态去直面疾病，只有",0.9660747647285461
外阴-阴道-牙龈综合征的就诊科室是什么？,妇产科；妇科,"
内科；皮肤科；妇产科；口腔科；妇科；生殖医学科；中医科；肛肠科；儿科；外科；耳鼻咽喉科；小儿外科；整形外科；泌尿外科；眼科；骨科；麻醉科；急诊科；放射科；检验科；影像科；心胸外科；肿瘤科；神经外科；内分泌科；呼吸科；消化科；风湿免疫科；血液科；肾病科；心理科；精神科；营养科；重症医学科；变态反应科；老年病科；康复医学科；肿瘤内科；普通外科；甲状腺乳腺外科",0.8334375619888306
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi there, Thanks for posting in Chat Doctor. Cirrhosis is an irreversible condition. Liver transplantation is the only definitive treatment. The suggestion given by your hepatologist is the right one. Whatever your brother-in-law has suggested is only supportive care to prevent complications of cirrhosis. But unfortunately some of these options like shunt itself would lead to many other complications. Yes fractionated bilirubin not needed. I hope that answers your query. Regards.","
Hi, Thanks for your query. From the history it appears that you have developed allergic reaction to the medication given by your doctor. The medications which cause allergic reactions can be stopped immediately and an antihistamine like Cetirizine or Levocetrizine can be taken. You need not worry about it. If there is any difficulty in breathing then you may require a corticosteroid injection. I do hope that you have found something helpful, and I will be glad to answer any further query. Take care.  Chat Doctor.  V. Anand, Psychologist, M.D. (Psychiatry)",0.9100310802459717
视网膜脱离复发的风险评估因素有些什么？,眼轴长度,"
玻璃体混浊；眼内出血；年龄；糖尿病；术后眼压；手术方式；术前视力；术后感染；高度近视；术中出血；白内障；术前眼底情况；玻璃体积血；术后黄斑水肿；性别；手术时间；视网膜复位不全；术前眼底异常；术前眼底检查；白内障摘除；视网膜裂孔数量；视网膜色素上皮层脱离；玻璃体切除；年龄、性别、术前眼底情况、术前视力、术前眼底异常、术前眼底",0.8356320858001709
头晕眼花手麻是什么原因？，发病时间不确定，突然之间头晕，然后就是手麻，背部也麻，视力模糊，浑身没劲。,"你好，颈椎病，西医的手术只能取出病变的椎间盘,而不能防治其他的以后就不会发生病变,而中医辨症用药就可以解决这些西医不能解决的问题,可以在治疗的同时防治其他椎体的退变,给患者体质一个修复康复的过程.所以是上等的治疗方法.建议找中医专科大夫为你诊治。颈椎动脉康复汤对本病有很好的效果,可以辨症加减使用的.用中药治好很少复发的.","
你好，这种情况可能是脑供血不足引起的，可以做一下颅脑CT看看，检查明确后可以在医生指导下使用尼莫地平、西比灵、倍他司汀等药物治疗。平时注意避免情绪激动和劳累过度，保持心情舒畅，适当运动锻炼，增强体质。，我们都知道内科疾病对患者的危害比较的，一旦发现后就该及时救治，同时患者日常中还需要重视自身的护理，并且合理饮食，病情好转后适当的运动，希望内科疾病患者可以及时得到救治！谢谢！",0.7151116728782654
严重下腰痛的影像学检查有些什么？,影像学检查；椎间盘造影术；X线片,"
X线平片；CT扫描；MRI检查；X线平片检查；MRI成像技术；CT、MRI检查；超声检查；X线平片检查法；磁共振成像(MRI)；超声图像；超声；CT、MRI检查方法；MR检查；核磁共振成像；超声诊断；超声图像分析；超声诊断仪；超声检测；MRI诊断；MRI检查；CT和MRI检查；CT检查；核磁共振检查；MRI影像检查；超声波检查；超声图像观察；MRI检查法；X线平片检查",0.8754696846008301
"If you are a doctor, please answer the medical questions based on the patient's description.",Palpitations after exercise is normal phenomenon but it's too high or associated with ache its investigation is warranted. So mentioned something irregular beats. Now further you should try measure pulse rate and try to get ECG done during episodes. Alternatively you can get holder attached which will monitor your cardiac activity throughout the day and let us know if any abnormality is there. Also avoid smoking alcohol too much coffee or cola Chat Doctor. ,"
Hi thanks for contacting Chat Doctor... Noted down your symptoms of back pain and leg pain with weakness.... It looks like nerve root compression in lumbar spine.. If it is due to disc problem then we need to do MRI of lumbar spine to confirm it.... Also I will advise you to take muscle relaxant along with analgesic tablet... Apply hot water pad on affected area..... Perform simple exercise under guidance of physiotherapist.... You can also take vitamin B complex tablet... If no relief from above then consult orthopedist... Hope this may help you... Regards... Chat Doctor.  (For further query contact me only",0.8318021893501282
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Precum may enter into vagina unknowingly before ejaculation, and it contains sufficient sperm concentration that cause pregnancy if sex was done in fertile phase of period. You got last period on 12th September, did sex on 4th October. So you did sex in the safe period of cycle if we consider 30 day of cycle. Ovulation will occur at 27th or 28th September, and it will live only for 12 to 24 hours. But you did sex after ovulation so no chance of pregnancy. But you told you have irregular cycle. So if it has sometime long period like 35 days or more than pregnancy is possible. In this case you can take I pill with in 72 hours of pill to prevent unwanted pregnancy. Avoid stress, take healthy diet and Chat Doctor.  Use safe sex practice like condom in future to prevent unwanted pregnancy. Hope this may help you. Contact further if follow up needed. Best regards,","
Hi, Welcome to Chat Doctor forum.  I am Chat Doctor. M. B. S., M. D., FICRP.  You have been suffering from chronic back pain for last one year and now your symptoms has increased.  It appears that you are having the muscular spasm in your back, which is causing the pain.  You may need X-ray of the lumbar spine to rule out any bony abnormality.  In my opinion you should consult an orthopedic surgeon for diagnosis and treatment.  You may need analgesics and muscle relaxants for the pain.  Applying heat fomentation will",0.8014575242996216
"If you are a doctor, please answer the medical questions based on the patient's description.","Thanks for your query, I have gone through your query. The gummy smile can be because of increased width of attached gingival or protruded maxillary and mandibular anterior or front teeth. The gummy smile or appearance of gums on smiling can be corrected by the gum surgery or orthodontic treatment. Consult an oral physician or an orthodontist and take an opinion. I feel you don't need lip reduction surgery. I hope my answer will help you, take care.","
Hi, Thanks for asking. Based on your clinical history and symptoms, it seems that you have chronic bronchitis. It is a common condition where there is persistent coughing with phlegm. The most important thing to do is avoid exposure to any irritant like cigarette smoke or dust. Treatment includes inhaled bronchodilators and corticosteroids. You can take antihistamines like levocetirizine and decongestants like pseudoephedrine. Take plenty of fluids. Avoid alcohol and smoking. Hope it helps. Any further queries, happy to help again. Regards Chat Doctor.  S.",0.8705024719238281
月经推迟七天白带多腰酸轻微尿频怎么办，月经推迟第七天早上下来测了两道杠有白带腰酸轻微尿频轻微厌食是怀上天数太少测不出的还是妇科病,不知晓你月经周期是多长时间，固定规律吗，如果月经周期固定规律，你现在这种情况早孕试纸测验阴性是可以剔除早孕的。如果白带有异常，尿频有可能是由于炎症打击引来。建议你可以抽血化验血hcg还是比较准确知晓如何怀上的。堪用妇科洗液擦洗外阴，始终保持外阴清洁，不要吃极冷辛辣的食物。此外，男科病患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
根据你的叙述考虑你的情况建议你用试纸仔细检查一下确认是否怀孕。如果没怀孕的话需要有去医院做B超和分泌物常规仔细检查确认是什么原因致使的白带增多。注意卫生。不要吃辛辣刺激性食物。如果怀上的话需要有及时到医院做唐氏筛查。以上是对“月经推迟第七天早上下来测了两道杠有白带腰酸”这个问题的建议，期望对您有帮助，祝您健康！",0.9801076650619507
"垂体大腺瘤的治疗方法有哪些，现27，年底28岁
未婚，未生育，之前月经正常，第一次来是12岁，比较规律，每月大概会规律的缩后1个星期，大概5天左右，有少数时候时间长些，最长时可能十天左右，当时吃了我妈泡的解热的中草药，大概从2008年1月左右，到现在2009年8月停经一年半多点，2009年3月（大约，记不太清了）月经来了一点，有来的迹象，后又没有了。",从提供的病史看，垂体催乳素瘤诊断明确，并且较大，有局部压迫的症状出现，要尽早治疗，治疗方案上，先服用溴隐停是首选，可使症状减轻，瘤体缩小，到时再考虑是否手术，或继续服药。个人认为放疗不作为首选，如行放疗，若无效或复发，将失去手术机会，并造成垂体低功，闭经不能生育。因此，可以先用溴隐停，剂量可以大一点，从一片开始加到每天6片，使症状得到控制再减量，用药期间注意低血压和胃肠道反应,"
您好，根据您的描述，考虑为垂体腺瘤，一般为良性肿瘤，可以采用手术治疗。建议到医院检查确诊，然后积极对症治疗。平时注意休息，避免过度劳累，保持心情舒畅，避免精神刺激，加强营养，适当锻炼身体，增强体质。祝您健康！  ，除了正规治疗外，患者还需要重视护理方面，比如饮食清淡，避免辛辣刺激食物。与此同时患者还要注意选择一家权威医院诊治，这样才能得到良好的治疗效果。  。  。  。  。  。  。  。  。  。  。  。  。",0.9714363813400269
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, I have studied your case with diligence. As per your symptom and history there is possibility of muscle spasm in shoulder or there can be cervical disc compression. Due to compression of this nerve root there is pain associated with it. For these symptoms muscle relaxant with analgesic and neurotrophic medication can be started consulting your treating doctor. Till time take rest and continue analgesic available over the counter take rest, and hot fomentation. Physiotherapy like ultrasound and inferential therapy will give quick relief. You may need to do MRI cervical spine if symptoms persist. I will advise checking your it B12 and it D3 level. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.","
Hello dear, Thank you for your contact to Chat Doctor. I read and understand your concern. I am Chat Doctor answering your concern. Yes, it is possible that you can get pregnant with the present situation. But before going for pregnancy test, I would like to suggest you to do ultrasound of once. This will help us to know whether there is any follicle formation or not. If there is no follicle formation than we need to wait for 15 days after ovulation to see follicle formation. If there is follicle formation than we can go for pregnancy test after 10 days of ovulation. As you have",0.8762211203575134
